unique_cards,stats_cost_ratio,spell,minion,hero,weapon,pirate,elemental,demon,totem,dragon,murloc,mechanical,beast,class_card,cost_1_or_less,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7_or_more,no_of_high_rules,no_of_medium_rule,no_of_low_rule,average_card_winrate
18,1.5616438356164384,5,21,0,4,0,2,0,0,0,0,0,2,12,12,0,7,0,6,0,5,55,1,0,49.145717252504056,59.56
18,1.4615384615384615,5,22,0,3,0,2,0,0,0,0,0,4,10,12,0,8,0,5,0,5,55,1,0,49.29097490509366,59.56
19,1.6744186046511629,12,16,0,2,0,0,0,0,0,2,0,2,20,11,4,5,4,4,1,1,31,1,0,49.47641132634179,59.53
16,1.4935064935064934,5,21,0,4,0,2,0,0,0,0,0,3,11,12,0,7,0,4,0,7,55,1,0,49.30388109746609,59.39
16,1.7,11,15,0,4,0,0,0,0,0,2,0,0,22,9,6,4,4,4,1,2,15,1,0,50.029664825297274,59.3
17,1.5774647887323943,5,21,0,4,0,2,0,0,0,0,0,2,11,12,0,8,0,5,0,5,55,1,0,49.21022347071735,59.24
18,1.8205128205128205,12,15,0,3,0,0,0,0,0,2,0,0,22,10,6,4,5,3,1,1,31,1,0,49.772132445812574,59.24
20,1.794871794871795,7,20,0,3,0,0,0,0,0,2,0,0,18,0,9,0,11,0,7,3,0,0,0,49.44973095854922,59.22
17,1.4788732394366197,5,21,0,4,0,2,1,0,0,0,0,3,11,12,0,8,0,5,0,5,55,1,0,49.44022382671675,59.21
17,1.5492957746478873,5,21,0,4,0,2,2,0,0,0,2,3,13,12,0,8,0,5,0,5,55,1,0,49.45247938114289,59.2
18,1.5555555555555556,5,21,0,4,0,2,1,0,0,0,0,2,11,12,0,10,0,5,0,3,55,1,0,49.01368588298756,59.11
20,1.794871794871795,7,20,0,3,0,0,0,0,0,2,0,0,18,0,9,0,11,0,8,2,0,0,0,48.935895334192466,59.03
18,1.4743589743589745,5,22,0,3,0,2,0,0,0,0,0,3,10,12,0,8,0,5,0,5,55,1,0,49.470470365197066,58.98
18,1.4324324324324325,5,22,0,3,0,2,0,0,0,0,0,4,10,12,0,9,0,5,0,4,55,1,0,49.18624547399159,58.97
17,1.48,5,21,0,4,0,2,0,0,0,0,0,3,11,12,0,7,0,5,0,6,55,1,0,49.53203198334448,58.94
17,1.4743589743589745,4,22,0,4,0,2,0,0,0,0,0,3,10,12,0,7,0,5,0,6,55,1,0,49.502082438170895,58.92
18,1.4225352112676057,5,21,0,4,0,2,0,0,0,0,0,4,11,12,0,8,0,5,0,5,55,1,0,49.214401998930036,58.89
20,1.8,6,21,0,3,0,0,0,0,0,2,0,0,17,0,10,0,11,0,7,2,0,0,0,48.92847344499271,58.87
20,1.7820512820512822,7,20,0,3,0,0,0,0,0,2,0,0,18,0,9,0,11,0,7,3,0,0,0,49.37095560284936,58.69
18,1.4666666666666666,5,21,0,4,0,2,0,0,0,0,0,3,11,12,0,7,0,5,0,6,55,1,0,49.498626890135505,58.65
17,1.5625,6,20,0,4,0,2,0,0,0,0,0,2,12,12,0,9,0,5,0,4,55,1,0,49.13544358478886,58.64
17,1.7045454545454546,11,16,0,3,0,0,0,0,0,2,0,0,21,9,6,4,5,4,1,1,15,1,0,49.90948438966584,58.58
18,1.962962962962963,7,20,0,3,2,2,2,2,2,11,2,4,15,6,6,9,4,3,1,1,31,1,0,49.471533729048474,58.56
18,1.486842105263158,5,22,0,3,0,2,0,0,0,0,0,3,11,12,0,8,0,6,0,4,55,1,0,49.102947445067464,58.49
19,1.6027397260273972,11,17,0,2,0,0,0,0,0,0,7,0,21,6,5,3,8,3,2,3,0,0,0,51.512584639937295,58.48
16,1.445945945945946,4,22,0,4,0,2,0,0,0,0,0,3,10,12,0,8,0,5,0,5,55,1,0,49.39735300706882,58.47
17,1.4657534246575343,5,21,0,4,0,2,0,0,0,0,0,3,11,12,0,8,0,4,0,6,55,1,0,49.199151666364024,58.39
17,1.8205128205128205,11,16,0,3,0,0,0,0,0,2,0,0,21,11,4,5,6,2,1,1,7,1,0,49.49434803210402,58.38
18,1.5066666666666666,5,21,0,4,0,2,0,0,0,0,0,3,12,12,0,7,0,5,0,6,55,1,0,49.13673306895273,58.38
17,1.4761904761904763,10,16,0,4,0,0,0,0,0,0,0,3,17,8,7,5,4,5,1,0,31,1,0,49.57555614110725,58.37
16,1.4482758620689655,10,17,0,3,0,0,0,0,0,0,0,2,16,8,6,6,2,4,1,3,55,1,0,49.35646102908871,58.34
17,1.5,4,22,0,4,0,0,0,0,0,0,6,3,12,12,0,6,0,6,0,6,55,1,0,49.27693629929708,58.3
19,1.5921052631578947,11,17,0,2,0,0,0,0,0,0,7,0,21,6,4,3,8,4,2,3,0,0,0,51.728252581016605,58.27
18,1.4109589041095891,5,21,0,4,0,2,0,0,0,0,0,4,11,11,0,9,0,5,0,5,55,1,0,49.062901503019916,58.22
17,1.4507042253521127,5,21,0,4,0,2,0,0,0,0,0,3,11,12,0,8,0,5,0,5,55,1,0,49.42730255224241,58.21
18,1.4805194805194806,5,21,0,4,0,2,1,0,0,0,0,3,11,11,0,8,0,5,0,6,55,1,0,49.360047668699735,58.19
18,1.9285714285714286,11,16,0,3,0,0,0,0,0,2,0,1,21,9,6,5,5,3,1,1,15,1,0,49.6209417269317,58.18
17,1.4615384615384615,4,22,0,4,0,2,0,0,0,0,0,4,10,12,0,7,0,5,0,6,55,1,0,49.3225869780675,58.17
21,1.8055555555555556,8,19,0,3,0,0,0,0,0,2,0,0,19,0,9,0,12,0,7,2,0,0,0,48.202807729652164,58.13
18,1.4246575342465753,5,21,0,4,0,2,0,0,0,0,0,4,11,11,0,9,0,5,0,5,55,1,0,49.26983418398547,58.11
18,1.4794520547945205,5,21,0,4,0,2,0,0,0,0,0,3,12,12,0,7,0,6,0,5,55,1,0,49.13110397000591,57.99
18,1.4545454545454546,5,21,0,4,0,2,0,0,0,0,0,3,11,11,0,8,0,5,0,6,55,1,0,49.34712639422539,57.97
21,1.7380952380952381,7,21,0,2,0,0,0,0,0,2,0,0,16,0,10,0,11,0,7,2,0,0,0,48.70069601818634,57.87
18,1.5211267605633803,5,21,0,4,0,2,0,0,0,0,0,2,11,12,0,8,0,5,0,5,55,1,0,49.408510741531586,57.82
19,1.5061728395061729,10,18,0,2,0,0,0,0,0,0,11,0,20,5,4,3,8,5,2,3,0,0,0,52.281590343521685,57.8
18,1.697674418604651,11,16,0,3,0,0,0,0,0,2,0,0,21,10,4,5,6,3,1,1,15,1,0,49.755225933436755,57.79
17,1.4788732394366197,4,21,0,5,0,2,0,0,0,0,2,5,13,13,0,8,0,3,0,6,55,1,0,48.582623992004905,57.77
17,1.4871794871794872,10,15,0,5,0,0,0,0,0,0,0,2,19,8,7,4,4,5,1,1,55,1,0,49.65587961781672,57.68
17,1.4246575342465753,5,21,0,4,0,2,0,0,0,0,0,3,11,11,0,9,0,5,0,5,55,1,0,49.24239696312332,57.65
17,1.5957446808510638,11,16,0,3,0,0,0,0,0,2,0,0,21,9,4,5,6,4,1,1,15,1,0,50.016103834769474,57.6
17,1.5466666666666666,5,21,0,4,0,2,0,0,0,0,0,2,11,12,0,7,0,5,0,6,55,1,0,49.51324017263366,57.58
17,1.5116279069767442,10,16,0,4,0,0,0,0,0,0,0,2,18,8,7,4,5,5,1,0,31,1,0,49.53569918218529,57.44
20,1.2345679012345678,9,18,1,2,0,0,0,0,0,0,4,3,19,2,6,1,6,9,3,3,1,1,0,50.72584301084068,57.43
18,1.4776119402985075,5,21,0,4,0,0,1,0,0,0,5,5,13,12,0,10,0,3,0,5,55,1,0,48.1999042766482,57.41
17,1.5070422535211268,5,21,0,4,0,2,0,0,0,0,2,3,13,12,0,8,0,5,0,5,55,1,0,49.46004192540318,57.39
17,1.4794520547945205,5,21,0,4,0,2,2,0,0,0,0,3,11,11,0,9,0,5,0,5,55,1,0,49.26823951207201,57.37
16,1.5121951219512195,10,16,0,4,0,0,0,0,0,0,0,2,19,8,8,4,4,5,1,0,31,1,0,49.593683403034454,57.36
17,1.4210526315789473,4,22,0,4,0,2,0,0,0,0,0,4,10,11,0,9,0,5,0,5,55,1,0,49.23988463881189,57.33
18,1.4415584415584415,5,21,0,4,0,1,0,0,0,0,0,4,11,11,0,8,0,5,0,6,55,1,0,49.24236922291324,57.31
17,1.5066666666666666,5,21,0,4,0,2,0,0,1,0,0,3,11,12,0,7,0,5,0,6,55,1,0,49.199294060645705,57.31
16,1.434782608695652,5,21,0,4,0,2,0,0,0,0,0,3,11,12,0,9,0,4,0,5,55,1,0,49.09442223526195,57.29
17,1.452054794520548,5,21,0,4,0,2,0,0,0,0,0,4,11,12,0,8,0,4,0,6,55,1,0,49.01965620626061,57.29
17,1.4366197183098592,5,21,0,4,0,2,0,0,0,0,0,4,11,12,0,8,0,5,0,5,55,1,0,49.247807092139006,57.25
18,1.4415584415584415,5,21,0,4,0,2,0,0,0,0,0,4,11,11,0,8,0,5,0,6,55,1,0,49.16763093412199,57.06
22,1.7777777777777777,8,19,0,3,0,0,0,0,0,2,0,0,19,0,9,0,12,0,7,2,0,0,0,48.09143693668262,57.05
17,1.4929577464788732,5,21,0,4,0,2,0,0,0,0,2,4,13,12,0,8,0,5,0,5,55,1,0,49.280546465299786,57.04
17,1.4262295081967213,10,17,0,3,0,0,0,0,0,0,0,2,16,7,6,6,3,4,1,3,55,1,0,49.281980384231964,56.99
18,1.8695652173913044,12,14,0,4,3,0,0,0,0,0,0,1,19,12,4,3,8,3,0,0,0,0,0,49.24076064818046,56.97
17,1.5333333333333334,5,21,0,4,0,2,0,0,0,0,2,3,13,12,0,7,0,5,0,6,55,1,0,49.564771356505254,56.97
17,1.4714285714285715,4,22,0,4,0,0,1,0,0,0,5,5,12,12,0,10,0,3,0,5,55,1,0,48.16995473147462,56.94
18,1.4675324675324675,5,21,0,4,0,2,0,0,0,0,0,3,11,11,0,8,0,5,0,6,55,1,0,49.55405907519094,56.92
19,1.6666666666666667,10,17,0,3,0,0,0,0,0,2,0,0,21,9,4,5,6,3,1,2,15,1,0,50.05259452054081,56.9
20,1.25,9,18,1,2,0,0,0,0,0,0,4,3,19,2,6,1,5,9,3,4,1,1,0,50.61680348466687,56.87
18,1.5,4,22,0,4,0,2,0,0,0,0,0,3,10,12,0,8,0,5,0,5,55,1,0,49.199065736254596,56.87
19,1.5797101449275361,12,16,0,2,0,0,0,0,0,0,7,0,22,6,4,3,9,4,2,2,0,0,0,51.695823387886556,56.79
17,1.619047619047619,10,16,0,4,0,0,0,0,0,0,0,3,18,8,7,5,4,5,1,0,31,1,0,49.544626146421415,56.65
18,1.4411764705882353,13,15,0,2,0,0,0,0,0,0,9,0,23,6,4,1,10,5,2,2,0,0,0,52.43050816101355,56.64
17,1.4714285714285715,6,20,0,4,0,2,0,0,0,0,3,3,14,11,0,9,0,5,0,5,55,1,0,48.96846294487021,56.58
18,1.452054794520548,5,21,0,4,0,2,0,0,0,0,0,4,11,12,0,8,0,4,0,6,55,1,0,49.220031097876856,56.52
18,1.5522388059701493,5,21,0,4,0,2,0,0,0,0,0,2,11,12,0,9,0,5,0,4,55,1,0,49.10549403961529,56.26
17,1.4324324324324325,4,22,0,4,0,2,0,0,0,0,0,4,10,12,0,8,0,5,0,5,55,1,0,49.217857546965426,56.26
18,1.4411764705882353,13,15,0,2,0,0,0,0,0,0,9,0,23,6,4,1,10,5,2,2,0,0,0,52.18596689832223,56.12
17,1.4657534246575343,5,21,0,4,0,2,0,0,0,0,3,3,13,11,0,9,0,5,0,5,55,1,0,48.93851339969663,55.93
18,1.8695652173913044,12,14,0,4,3,0,0,0,0,0,0,1,19,12,4,3,8,3,0,0,0,0,0,49.097940997096636,55.91
18,1.4545454545454546,5,21,0,4,0,2,0,0,0,0,0,4,11,11,0,8,0,5,0,6,55,1,0,49.374563615087546,55.81
19,1.5405405405405406,11,17,0,2,0,0,0,0,0,0,8,0,22,6,4,3,8,5,2,2,0,0,0,51.77780552016309,55.79
21,1.5696202531645569,11,17,0,2,0,0,0,0,0,0,7,0,20,6,4,2,8,4,3,3,0,0,0,51.67607253628617,55.78
18,1.4411764705882353,13,15,0,2,0,0,0,0,0,0,9,0,23,6,4,1,10,5,2,2,0,0,0,52.28768850992971,55.73
19,1.4743589743589745,5,22,0,3,0,3,0,0,0,0,0,3,10,12,0,8,0,5,0,5,55,1,0,49.1990836679581,55.67
16,2.0833333333333335,6,21,0,3,2,2,2,2,2,12,2,4,14,6,8,8,4,2,1,1,7,1,0,48.77900841053347,55.59
19,1.2881355932203389,13,14,1,2,0,0,0,0,0,0,0,1,22,2,10,4,8,3,1,2,1,1,0,48.50505942757062,55.46
18,1.4545454545454546,5,21,0,4,0,1,0,0,0,0,0,3,11,11,0,8,0,5,0,6,55,1,0,49.42186468301665,55.45
18,1.3898305084745763,14,14,0,2,0,0,0,0,0,0,6,0,20,4,9,2,8,2,2,3,0,0,0,48.84532920036476,55.36
18,1.4657534246575343,5,21,0,4,0,2,0,0,0,0,0,3,11,12,0,8,0,4,0,6,55,1,0,49.39952655798026,55.31
18,1.4383561643835616,5,21,0,4,0,2,1,0,0,0,0,4,11,11,0,9,0,5,0,5,55,1,0,49.07582277749426,55.24
23,1.6666666666666667,8,19,0,3,0,0,0,0,0,2,0,0,19,0,9,0,12,0,6,3,0,0,0,48.24821401584527,55.23
17,1.4202898550724639,5,21,0,4,0,2,0,0,0,0,0,4,11,12,0,9,0,4,0,5,55,1,0,48.91492677515854,55.22
20,1.1818181818181819,12,15,1,2,0,0,0,0,0,0,0,1,22,2,9,3,8,2,3,3,1,1,0,49.4464259987859,55.0
18,1.7954545454545454,11,16,0,3,0,0,0,0,0,2,0,0,21,9,6,4,5,4,1,1,15,1,0,50.00351389716003,54.86
17,1.626865671641791,5,21,0,4,0,2,0,0,0,0,0,3,11,12,0,9,0,5,0,4,55,1,0,49.47729775906421,54.74
18,1.5135135135135136,5,22,0,3,0,2,0,0,0,0,2,4,12,12,0,9,0,5,0,4,55,1,0,48.784225188242004,54.38
19,1.06,14,14,1,1,0,0,0,0,0,0,0,1,20,2,14,3,6,3,0,2,1,1,0,48.620922305630835,54.35
18,1.975609756097561,11,15,0,4,0,0,0,0,0,0,0,1,18,11,8,3,6,2,0,0,0,0,0,49.10874462624496,54.35
19,1.4657534246575343,12,16,0,2,0,0,0,0,0,0,9,0,22,6,4,1,9,6,2,2,0,0,0,52.41834538025363,54.33
18,1.9142857142857144,17,10,0,3,0,0,0,0,0,0,0,1,25,17,4,1,5,2,0,1,0,0,0,48.36061555888489,54.25
20,1.1818181818181819,13,15,1,1,0,0,0,0,0,0,0,1,22,2,10,3,7,2,3,3,1,1,0,49.616284310434,54.21
17,1.537313432835821,5,21,0,4,0,2,0,0,0,0,0,3,11,12,0,9,0,5,0,4,55,1,0,48.92599857951188,54.07
17,1.732394366197183,6,22,0,2,0,4,0,0,0,0,4,0,15,12,1,6,5,3,1,2,15,1,0,48.24740625661902,54.04
18,1.0217391304347827,17,12,1,0,0,0,0,0,0,0,0,1,22,3,12,3,6,4,0,2,1,1,0,48.4737789642441,54.0
17,1.510204081632653,10,16,0,4,0,0,0,0,0,0,0,2,18,8,7,4,4,5,1,1,31,1,0,49.53022745817398,53.82
19,1.5818181818181818,9,19,0,2,0,2,0,0,2,0,0,2,20,0,8,0,10,0,6,6,0,0,0,46.47711977759717,53.78
18,1.0217391304347827,17,12,1,0,0,0,0,0,0,0,0,1,22,2,14,3,7,2,0,2,1,1,0,48.98247406602854,53.74
18,1.0217391304347827,17,12,1,0,0,0,0,0,0,0,0,1,22,2,13,3,6,4,0,2,1,1,0,48.70794514805566,53.69
19,1.3181818181818181,14,12,0,4,0,0,0,0,1,0,1,4,20,4,4,2,7,3,0,10,0,0,0,48.67661834007685,53.69
17,1.4523809523809523,10,16,0,4,0,0,0,0,0,0,0,3,18,8,7,5,4,5,1,0,31,1,0,49.4148225395659,53.18
16,2.0377358490566038,8,22,0,0,2,2,2,2,2,12,2,4,13,8,8,6,4,3,1,0,3,1,0,48.85538549247186,52.7
17,1.0,18,11,0,1,0,0,0,0,0,0,0,1,23,2,14,2,9,2,0,1,1,1,0,47.77989220652486,52.69
17,1.6428571428571428,12,14,0,4,0,0,0,0,0,0,0,0,19,14,4,3,6,1,2,0,1,0,0,48.35434996977703,52.69
17,1.4262295081967213,10,17,0,3,0,0,0,0,0,0,0,2,16,7,6,4,5,4,1,3,27,1,0,48.84148092488014,52.45
16,1.8620689655172413,10,14,0,6,6,0,0,0,0,0,0,0,19,12,6,4,4,3,1,0,31,1,0,46.471942485245336,52.09
19,1.3421052631578947,14,12,0,4,0,2,0,0,1,0,1,4,20,4,4,2,7,3,0,10,0,0,0,48.726382389350086,52.04
18,1.1020408163265305,16,13,1,0,0,0,0,0,0,0,0,1,22,2,12,4,6,4,0,2,1,1,0,48.43899828103804,52.0
18,1.7840909090909092,7,21,0,2,0,0,0,0,7,0,0,2,19,6,8,3,5,4,0,4,0,0,0,47.21813538432118,51.78
16,1.8170731707317074,6,22,0,2,2,2,2,2,10,2,2,4,18,0,8,4,11,4,0,3,0,0,0,44.79779908850355,51.74
19,1.5949367088607596,6,22,0,2,0,0,0,0,0,0,15,0,15,4,8,3,5,6,2,2,0,0,0,48.89358591971354,51.52
16,1.611764705882353,3,25,0,2,2,2,2,2,2,2,23,2,11,4,6,4,6,5,4,1,0,0,0,50.002676652605096,51.46
17,1.811881188118812,4,24,0,2,2,2,2,2,10,2,3,4,14,0,6,6,8,4,1,5,0,0,0,45.04484703884824,51.1
18,2.0,13,13,0,4,0,0,0,0,0,0,0,1,20,13,7,5,4,1,0,0,0,0,0,47.9224175001459,50.91
19,1.3739837398373984,13,13,0,4,0,2,0,0,2,0,1,4,19,4,4,2,6,3,0,11,0,0,0,48.83045529235572,50.72
18,2.0238095238095237,11,16,0,3,0,0,0,0,0,0,0,2,17,13,6,4,5,2,0,0,0,0,0,48.94238756299694,50.69
16,2.0294117647058822,12,14,0,4,0,0,0,0,0,0,0,0,19,14,6,3,6,1,0,0,1,0,0,48.75661000975699,50.61
19,1.8048780487804879,12,14,0,4,0,0,0,0,0,0,0,1,19,12,7,5,4,1,0,1,0,0,0,47.47983123310794,50.41
18,1.7272727272727273,6,23,0,1,0,0,0,0,0,2,15,0,21,6,4,4,7,6,1,2,1,1,0,49.27264455301814,50.32
18,1.3777777777777778,12,16,0,2,0,0,0,0,0,0,1,1,21,6,8,7,2,3,3,1,15,1,0,49.699023533746825,50.21
20,1.0217391304347827,16,12,1,1,0,0,0,0,0,0,0,1,22,3,12,3,7,3,0,2,1,1,0,48.541568961330036,49.9
17,1.7560975609756098,5,23,0,2,0,0,0,0,7,0,3,2,18,2,6,4,10,5,0,3,0,0,0,45.45712241026748,49.75
22,1.2195121951219512,11,16,1,2,0,0,0,0,0,0,1,1,23,2,8,1,6,5,3,5,1,1,0,47.006411081826954,49.52
20,1.3775510204081634,15,11,0,4,0,0,0,0,1,0,1,4,21,7,4,2,5,3,0,9,0,0,0,47.33559933075039,49.48
19,1.6329113924050633,6,22,0,2,0,0,0,0,0,0,15,0,14,4,8,3,5,6,2,2,0,0,0,48.88113916349841,49.42
19,1.2736842105263158,16,10,0,4,0,0,0,0,1,0,1,1,22,4,5,4,6,3,0,8,0,0,0,47.55242387387612,49.22
18,1.32,16,10,0,4,0,2,0,0,0,0,0,4,22,5,5,2,7,2,0,9,0,0,0,47.55681003087046,48.44
16,1.8918918918918919,6,20,0,4,2,2,2,2,8,2,2,4,16,8,8,4,6,0,0,4,0,0,0,46.35990958427889,47.97
17,1.1111111111111112,16,12,0,2,2,0,0,0,0,0,0,1,20,2,13,2,8,4,0,1,0,0,0,47.6407908350143,47.74
18,2.046511627906977,11,15,0,4,0,0,0,0,0,0,0,0,18,11,6,5,6,2,0,0,0,0,0,48.496394254928546,47.72
18,1.7391304347826086,5,23,0,2,0,0,0,0,9,0,0,2,18,0,8,5,9,5,0,3,0,0,0,43.781889525053636,47.65
18,1.55,5,20,1,4,0,2,2,0,0,0,3,1,14,6,0,8,0,9,0,7,31,1,0,49.947272230833924,46.8
18,1.0961538461538463,14,13,1,2,0,0,0,0,0,0,0,1,22,2,12,3,6,4,1,2,1,1,0,48.97812185163159,46.73
17,1.8095238095238095,4,24,0,2,2,2,2,2,11,2,3,4,15,0,6,6,8,4,0,6,0,0,0,44.773126026602796,46.03
18,1.690721649484536,6,22,0,2,0,0,0,0,7,0,1,0,18,0,6,7,6,6,0,5,0,0,0,43.11449267049246,45.98
18,1.2564102564102564,15,13,0,2,0,0,0,0,1,0,5,1,19,2,4,2,7,3,2,10,0,0,0,49.831721257382824,45.62
17,1.8229166666666667,2,23,0,5,5,2,2,2,11,2,2,4,12,2,4,2,10,3,4,5,3,1,0,46.2183449147356,45.42
18,1.5925925925925926,5,21,0,4,1,3,3,1,1,1,6,2,13,6,0,8,0,12,0,4,31,1,0,49.49738527720277,44.74
19,1.3647058823529412,17,11,0,2,0,0,0,0,1,0,1,1,21,4,4,3,7,5,1,6,0,0,0,45.81816901887918,43.23
18,1.0615384615384615,14,14,0,2,0,2,0,0,0,0,0,1,25,2,10,2,8,2,2,4,1,1,0,45.43708734692076,43.18
18,1.76,14,14,0,2,0,0,0,0,0,2,0,0,25,0,12,0,12,0,4,2,0,0,0,45.39245169371854,43.02
18,1.6826923076923077,8,22,0,0,1,1,1,1,9,1,1,3,17,0,5,6,8,4,2,5,0,0,0,44.069620466681954,40.75
20,1.098360655737705,17,12,0,1,0,0,0,0,0,0,1,1,25,0,11,4,8,3,0,4,0,0,0,43.83733318924142,39.21
19,1.7241379310344827,12,13,0,5,0,0,0,0,0,0,0,0,22,0,5,7,10,5,0,3,0,0,0,44.691396688455605,38.95
20,1.3736263736263736,17,11,0,2,0,0,0,0,2,0,3,1,22,1,5,3,9,5,0,7,0,0,0,45.01072128815208,38.88
20,1.3736263736263736,17,11,0,2,0,0,0,0,2,0,3,1,22,1,5,2,9,5,0,8,0,0,0,45.01615747964912,37.94
23,1.504950495049505,7,21,0,2,0,0,0,0,1,0,10,0,19,0,7,4,6,6,2,5,0,0,0,49.44436722471695,37.25
21,1.3529411764705883,13,15,0,2,0,0,1,0,0,0,1,1,20,0,9,3,12,2,0,4,0,0,0,44.78389557555153,37.02
16,2.3055555555555554,10,18,0,2,0,0,0,0,0,0,4,0,17,18,4,3,4,1,0,0,0,0,0,46.924069522066944,36.59
18,1.7954545454545454,6,24,0,0,0,0,0,0,7,0,3,2,18,4,6,5,6,6,0,3,0,0,0,43.03377320722338,34.77
18,1.3173076923076923,11,19,0,0,0,0,2,0,0,0,1,1,17,0,9,7,6,3,0,5,0,0,0,44.405143526902535,32.13
