unique_cards,stats_cost_ratio,spell,minion,hero,weapon,pirate,elemental,demon,totem,dragon,murloc,mechanical,beast,class_card,cost_1_or_less,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7_or_more,no_of_high_rules,no_of_medium_rule,no_of_low_rule,average_card_winrate
16,1.9166666666666667,24,6,0,0,0,0,0,0,0,0,0,2,27,2,11,6,9,0,0,2,1919,0,1,54.260365102105446,57.14
17,2.142857142857143,23,7,0,0,0,0,0,0,0,0,0,2,26,2,11,6,9,0,0,2,1919,0,1,54.13374066925413,57.09
16,1.6153846153846154,24,6,0,0,0,0,0,0,0,0,0,2,26,2,10,7,9,0,0,2,1919,0,1,54.242682250514484,57.05
16,1.7692307692307692,20,10,0,0,0,0,0,0,0,0,0,0,24,2,10,8,7,0,1,2,511,0,1,54.001809061304435,56.98
16,1.6666666666666667,24,6,0,0,0,0,0,0,0,0,0,2,26,2,11,6,9,0,0,2,1919,0,1,53.88881454514585,56.98
16,2.25,24,6,0,0,0,0,0,0,0,0,0,0,27,2,11,6,9,0,0,2,1919,0,1,54.25135954506245,56.85
19,1.5714285714285714,21,7,1,1,0,2,0,0,2,0,0,0,26,8,0,3,6,2,5,6,1,0,0,51.9275611400872,56.85
16,1.8,25,5,0,0,0,0,0,0,0,0,0,2,27,2,11,6,9,0,0,2,1919,0,1,54.01486189399547,56.84
17,1.7241379310344827,24,6,0,0,0,0,0,0,0,0,1,0,24,17,4,3,3,0,2,1,0,0,1,51.824431785677554,56.83
16,1.8,25,5,0,0,0,0,0,0,0,0,0,2,27,2,10,6,9,1,0,2,1919,0,1,54.201710255573055,56.79
17,2.0,23,7,0,0,0,0,0,0,0,0,0,2,27,2,11,6,9,0,0,2,1919,0,1,54.50963483289333,56.78
17,1.8095238095238095,21,9,0,0,0,0,0,0,0,0,0,0,27,2,8,9,7,2,0,2,1919,0,0,54.62810447335165,56.72
16,1.75,24,6,0,0,0,0,0,0,0,0,0,2,26,2,10,6,9,0,1,2,1919,0,1,54.1144955199542,56.71
16,1.9166666666666667,24,6,0,0,0,0,0,0,0,0,0,2,26,2,11,6,9,0,0,2,1919,0,1,53.99604375878164,56.68
19,1.2894736842105263,21,7,1,1,0,2,0,0,0,0,0,0,25,6,3,2,6,3,4,6,1,0,1,51.62136796597209,56.66
18,1.5,20,8,1,1,0,2,0,0,0,0,0,0,25,6,0,2,10,2,4,6,3,0,0,52.969625118708386,56.62
16,1.6944444444444444,22,8,0,0,0,0,0,0,0,0,1,0,23,16,4,4,3,0,2,1,0,0,1,51.78726736985802,56.6
17,1.9333333333333333,24,6,0,0,0,0,0,0,0,0,0,1,28,2,10,6,9,1,0,2,1919,0,1,54.42037323518113,56.54
17,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,15,5,4,3,0,2,1,0,0,1,51.67110547847169,56.53
17,1.8235294117647058,23,7,0,0,0,0,0,0,0,0,0,2,27,2,10,6,9,1,0,2,1919,0,1,54.63267950600398,56.47
17,1.7727272727272727,23,7,0,0,0,0,0,0,0,0,1,2,27,2,10,6,9,0,0,3,1919,0,1,54.42369558796297,56.45
16,1.631578947368421,24,6,0,0,0,0,0,0,0,0,0,2,27,2,10,6,9,0,0,3,1919,0,1,54.19161721098725,56.38
16,1.935483870967742,22,8,0,0,0,0,0,0,0,0,2,0,28,3,10,6,7,0,0,4,1919,0,0,53.775097986764905,56.35
16,1.7333333333333334,24,6,0,0,0,0,0,0,0,0,0,2,27,2,10,6,9,1,0,2,1919,0,1,54.3834097752161,56.32
16,1.9166666666666667,24,6,0,0,0,0,0,0,0,0,0,2,27,2,11,6,9,0,0,2,1023,0,1,53.945733129859136,56.18
16,2.4166666666666665,24,6,0,0,0,0,0,0,0,0,0,0,29,2,11,6,9,0,0,2,1919,0,1,54.28604331610268,56.18
17,2.076923076923077,24,6,0,0,0,0,0,0,0,0,0,0,29,2,10,7,9,0,0,2,1919,0,1,54.09816120120381,56.17
17,1.9166666666666667,24,6,0,0,0,0,0,0,0,0,0,2,27,2,10,6,9,1,0,2,1919,0,1,54.45097998636094,55.96
19,1.5666666666666667,23,5,1,1,0,2,0,0,1,0,0,0,27,8,2,2,6,3,4,5,1,0,1,51.4607177356835,55.96
19,1.6153846153846154,22,6,1,1,0,2,0,0,2,0,0,0,26,8,1,2,6,2,5,6,1,0,1,51.970526853732146,55.93
16,2.4166666666666665,24,6,0,0,0,0,0,0,0,0,0,0,27,2,11,6,9,0,0,2,1919,0,1,53.757400629455056,55.89
16,2.0,22,8,0,0,0,0,0,0,0,0,1,2,25,4,8,6,9,0,0,3,1919,0,0,53.986348400654734,55.86
16,1.8,25,5,0,0,0,0,0,0,0,0,0,2,27,2,10,6,9,1,0,2,1919,0,1,53.82130386423675,55.75
16,1.525,16,14,0,0,0,0,0,0,0,0,0,0,19,4,8,6,9,0,1,2,511,0,0,53.485055856281605,55.73
16,1.5,21,9,0,0,0,0,0,0,0,0,0,2,23,4,8,8,6,1,1,2,1023,0,0,54.4427248951513,55.68
18,1.5,21,7,1,1,0,2,0,0,0,0,0,0,24,6,4,2,5,3,4,6,1,0,1,51.22289366082408,55.55
16,1.7241379310344827,24,6,0,0,0,0,0,0,0,0,1,0,24,18,4,3,2,0,2,1,0,0,1,51.43005878400321,55.55
16,1.8636363636363635,24,5,1,0,0,2,0,0,0,0,0,0,26,2,2,4,13,2,4,3,31,0,0,53.79914481713858,55.52
17,2.1666666666666665,24,6,0,0,0,0,0,0,0,0,0,1,27,2,11,6,9,0,0,2,1919,0,1,54.03300721874667,55.49
18,1.441860465116279,21,8,1,0,0,2,0,0,0,0,0,0,26,5,2,3,8,2,4,6,1,0,1,52.527088612847436,55.46
17,1.7333333333333334,23,7,0,0,0,0,0,0,0,0,0,2,26,2,10,7,9,0,0,2,1919,0,1,54.49195198130237,55.45
17,1.8148148148148149,20,10,0,0,0,0,0,0,0,0,0,0,26,2,7,9,7,2,1,2,1919,0,0,54.59804128921474,55.42
17,1.6111111111111112,23,7,0,0,0,0,0,0,0,0,1,1,24,16,4,3,2,0,3,2,0,0,1,52.10749118195096,55.41
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,16,4,4,3,0,2,1,0,0,1,52.00729533657634,55.34
19,1.441860465116279,20,8,1,1,0,2,0,0,0,0,0,0,26,5,1,3,9,2,4,6,1,0,1,52.8485965994121,55.23
19,1.3571428571428572,20,8,1,1,0,2,0,0,0,0,0,0,26,5,1,4,8,2,4,6,1,0,1,52.937853506195786,55.22
16,1.6428571428571428,19,11,0,0,0,0,0,0,0,0,2,0,27,2,4,6,9,2,4,3,1919,0,0,54.47074553186352,55.15
17,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,16,4,4,3,0,2,1,0,0,1,51.63474569192101,55.1
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,16,4,4,3,0,2,1,1,0,1,51.819163937915356,55.09
20,1.625,15,15,0,0,0,0,0,0,2,0,0,3,16,5,1,3,8,5,2,6,1,0,1,53.402240646637885,55.03
15,1.5909090909090908,10,20,0,0,0,0,0,0,0,0,2,4,14,8,8,8,2,0,2,2,63,0,0,53.85015239623631,54.92
16,1.9166666666666667,24,6,0,0,0,0,0,0,0,0,0,0,27,2,11,6,9,0,0,2,1919,0,1,54.06819090821349,54.89
17,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,16,4,4,3,0,2,1,0,0,1,51.980949322947886,54.88
18,1.3571428571428572,20,8,1,1,0,2,0,0,0,0,0,0,26,6,0,4,8,2,4,6,1,0,0,53.07594470445209,54.85
21,1.6237623762376239,2,27,1,0,0,5,0,0,1,0,0,2,10,5,1,8,5,4,0,7,0,0,0,50.2870722780989,54.8
18,1.441860465116279,20,8,1,1,0,2,0,0,0,0,0,0,26,6,0,3,9,2,4,6,1,0,0,52.9866877976684,54.77
16,1.7333333333333334,24,6,0,0,0,0,0,0,0,0,0,2,26,2,10,6,9,1,0,2,1919,0,1,54.41480756557807,54.72
18,1.5523809523809524,2,27,1,0,0,6,0,0,0,0,1,2,8,4,1,8,5,5,0,7,0,0,0,49.89536658180804,54.68
18,1.5,21,8,1,0,0,2,0,0,0,0,0,0,25,5,2,2,9,2,4,6,3,0,1,52.51002593388742,54.63
19,1.5319148936170213,20,8,1,1,0,2,0,0,2,0,1,0,25,8,0,3,6,3,4,6,1,0,0,52.159870764730115,54.55
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,17,4,4,2,0,2,1,0,0,1,51.95912596592886,54.53
16,2.3,24,6,0,0,0,0,0,0,0,0,2,0,27,4,9,6,9,0,0,2,1919,0,1,54.23843140403956,54.5
19,1.5106382978723405,20,8,1,1,0,2,0,0,2,0,1,0,25,8,0,3,6,3,4,6,1,0,0,51.94395784542277,54.5
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,16,4,4,3,0,2,1,0,0,1,52.04436152100363,54.36
16,1.7857142857142858,24,6,0,0,0,0,0,0,0,0,0,0,27,2,9,8,9,0,0,2,1919,0,1,54.250677612920754,54.33
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,15,4,4,4,0,2,1,0,0,1,52.06522315650316,54.32
18,1.6153846153846154,22,6,1,1,0,2,0,0,2,0,0,0,26,8,2,2,6,2,4,6,1,0,1,52.093673913566214,54.22
19,1.6153846153846154,22,6,1,1,0,2,0,0,2,0,0,0,26,8,0,3,6,2,5,6,1,0,0,51.80645381071516,54.14
17,1.5897435897435896,22,8,0,0,0,0,0,0,0,0,1,1,23,15,4,4,2,0,3,2,0,0,1,51.91780508819442,54.07
18,1.6111111111111112,23,7,0,0,0,0,0,0,0,0,1,1,24,16,4,3,2,0,3,2,0,0,1,51.73494153729563,54.05
17,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,17,4,4,2,0,2,1,0,0,1,51.649988519329284,54.03
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,16,4,4,3,0,2,1,0,0,1,51.26219604726568,53.97
17,1.6585365853658536,15,15,0,0,0,0,0,0,0,0,0,4,17,4,9,8,5,1,2,1,1023,0,0,54.59451004527806,53.95
18,1.45,21,7,1,1,0,2,0,0,0,0,0,0,26,6,1,2,9,2,4,6,1,0,1,52.799908267188705,53.92
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,15,4,4,4,0,2,1,0,0,1,52.02911869359536,53.88
17,1.8181818181818181,24,5,1,0,0,2,0,0,0,0,0,0,25,5,2,2,13,2,3,3,63,0,0,55.0185091472968,53.81
17,1.8095238095238095,23,7,0,0,0,0,0,0,0,0,0,2,27,2,11,6,9,0,0,2,1919,0,1,54.252533045302954,53.73
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,17,4,4,2,0,2,1,0,0,1,51.612922334901995,53.72
19,1.6153846153846154,22,6,1,1,0,2,0,0,2,0,0,0,26,8,0,3,6,2,5,6,1,0,0,51.799537648306504,53.61
19,1.6153846153846154,22,6,1,1,0,2,0,0,2,0,0,0,26,8,2,2,6,2,4,6,1,0,1,52.10059007597486,53.61
18,1.6111111111111112,23,7,0,0,0,0,0,0,0,0,1,1,24,15,4,3,3,0,3,2,0,0,1,52.12931453896998,53.61
17,1.8666666666666667,16,14,0,0,0,0,0,0,0,0,1,4,25,6,6,6,6,3,2,1,255,0,1,51.0469285837329,53.25
16,1.7241379310344827,24,6,0,0,0,0,0,0,0,0,1,0,24,16,4,3,4,0,2,1,0,0,1,52.21880478735189,53.18
20,1.3958333333333333,20,8,1,1,0,2,0,0,1,0,0,0,25,7,1,3,6,2,4,7,1,0,1,53.20935209331991,53.14
18,1.3571428571428572,21,8,1,0,0,2,0,0,0,0,0,0,26,5,2,4,7,2,4,6,1,0,1,52.61634551963112,53.01
16,1.725,20,10,0,0,0,0,0,0,0,0,2,0,27,2,8,8,8,0,0,4,1919,0,0,54.30092742097044,52.97
18,1.6111111111111112,23,7,0,0,0,0,0,0,0,0,1,1,24,16,4,3,2,0,3,2,0,0,1,52.0811451683225,52.81
17,1.8636363636363635,24,5,1,0,0,2,0,0,0,0,0,0,26,3,3,2,13,2,4,3,31,0,1,54.26538210142886,52.79
18,1.6111111111111112,23,7,0,0,0,0,0,0,0,0,1,1,24,17,4,3,2,0,2,2,0,0,1,51.53459778867624,52.71
18,1.434782608695652,19,9,1,1,0,2,0,0,0,0,0,0,26,5,0,4,9,2,4,6,1,0,0,53.035376129891795,52.7
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,15,4,4,4,0,2,1,0,0,1,51.65656904894003,52.62
21,1.6162790697674418,16,14,0,0,0,0,0,0,2,0,0,3,17,6,1,3,8,3,2,7,1,0,1,53.12483001506227,52.38
18,1.4653465346534653,16,14,0,0,0,0,0,0,4,0,0,1,19,4,1,3,8,3,2,9,1,0,1,51.89242006355165,52.04
19,1.6153846153846154,22,6,1,1,0,2,0,0,2,0,0,0,26,8,1,2,6,2,5,6,1,0,1,51.9636106913235,52.0
19,1.6756756756756757,18,11,1,0,0,0,0,0,0,0,1,2,23,4,0,4,9,1,4,8,1,0,0,50.41044156664871,51.79
19,1.5952380952380953,21,7,1,1,0,2,0,0,2,0,0,0,26,8,1,3,6,2,4,6,1,0,1,52.2804534440459,51.71
18,1.6153846153846154,22,6,1,1,0,2,0,0,2,0,0,0,26,8,0,4,6,2,4,6,1,0,0,51.76552782753223,51.67
19,1.662162162162162,17,13,0,0,0,0,0,0,1,0,1,2,23,2,3,8,7,5,0,5,3,0,1,47.583611061414224,51.49
18,1.5333333333333334,20,8,1,1,0,2,0,0,2,0,0,2,24,8,0,4,6,2,4,6,1,0,0,51.53357466840634,51.04
19,1.6153846153846154,22,6,1,1,0,2,0,0,2,0,0,0,26,7,1,4,6,2,4,6,1,0,1,51.627436629275934,50.89
17,2.0714285714285716,21,9,0,0,0,0,0,0,0,0,0,0,24,4,12,4,8,0,0,2,1023,0,1,52.900254184182906,50.85
17,1.4653465346534653,16,14,0,0,0,0,0,0,4,0,0,1,19,4,0,4,8,3,2,9,1,0,0,52.030475790923894,50.82
20,1.6329113924050633,16,14,0,0,0,0,0,0,1,0,1,2,22,2,3,7,7,6,0,5,3,0,1,47.63365026789555,50.81
17,1.5,21,9,0,0,0,0,0,0,0,0,0,0,22,16,3,4,3,0,2,2,0,0,1,51.946283506405756,50.77
19,1.6153846153846154,22,6,1,1,0,2,0,0,2,0,0,0,26,8,1,3,6,2,4,6,1,0,1,51.929600870549216,50.66
17,1.5348837209302326,17,13,0,0,0,2,0,0,0,0,3,0,23,4,7,4,6,2,0,7,127,0,1,52.17574086939326,50.6
16,1.475,22,8,0,0,0,0,0,0,0,0,0,0,22,14,4,4,4,0,2,2,0,0,1,51.96727009237625,50.44
19,1.5180722891566265,18,12,0,0,0,0,0,0,3,0,0,1,21,4,1,5,8,3,2,7,1,0,1,51.79214471018046,50.33
18,1.434782608695652,19,9,1,1,0,2,0,0,0,0,0,0,26,4,1,4,9,2,4,6,1,0,1,52.89728493163549,50.31
19,1.3829787234042554,20,8,1,1,0,2,1,0,0,0,0,0,24,6,2,3,6,2,4,7,1,0,1,52.231842978660296,50.06
19,1.9058823529411764,17,13,0,0,0,0,0,0,0,0,0,9,21,6,0,2,7,2,3,10,1,0,0,51.49778024424335,49.88
15,1.34375,8,22,0,0,0,2,0,0,0,0,0,2,12,8,6,6,6,2,2,0,7,0,0,51.231064383986364,49.8
17,1.6363636363636365,20,10,0,0,0,2,0,0,0,0,2,0,27,0,4,6,8,6,2,4,63,0,0,53.96987211279498,49.71
17,2.1818181818181817,11,19,0,0,0,0,0,0,0,0,2,2,14,9,13,6,1,0,0,1,63,0,1,52.57293079877068,49.56
17,1.8,21,9,0,0,0,0,0,0,0,0,1,0,23,12,4,4,7,0,2,1,1,0,1,51.6419664681714,49.55
16,1.6875,23,7,0,0,0,0,0,0,0,0,1,0,23,16,5,4,2,0,2,1,0,0,1,51.61317765854487,49.54
16,1.475,22,8,0,0,0,0,0,0,0,0,0,0,22,16,4,4,2,0,2,2,0,0,1,51.92362337833822,49.29
16,2.0384615384615383,23,7,0,0,0,0,0,0,0,0,0,0,26,6,7,5,8,0,2,2,127,0,1,52.33154474054516,49.22
17,1.475,22,8,0,0,0,0,0,0,0,0,0,0,22,16,3,4,2,0,3,2,0,0,1,51.99073857695005,49.13
16,1.7547169811320755,17,13,0,0,0,2,0,0,0,0,2,0,26,3,10,4,4,6,0,3,31,0,0,52.27590181898935,48.58
19,1.7246376811594204,19,10,1,0,0,0,0,0,0,0,0,2,24,4,0,5,9,0,4,8,3,0,0,51.46870933146231,48.45
17,1.475,22,8,0,0,0,0,0,0,0,0,0,0,22,16,4,4,2,0,2,2,0,0,1,51.897277364709765,48.01
18,1.5384615384615385,22,8,0,0,0,0,0,0,0,0,1,1,23,15,4,4,2,0,3,2,0,0,1,51.86597238310748,48.01
19,1.7325581395348837,16,14,0,0,0,0,0,0,0,0,1,8,22,4,1,6,6,4,2,7,1,0,0,50.77541136113595,47.49
18,1.6666666666666667,16,14,0,0,0,2,0,0,2,0,0,1,20,6,0,6,7,2,1,8,1,0,0,52.8367196115122,47.43
19,1.662162162162162,17,13,0,0,0,0,0,0,1,0,1,2,23,2,3,7,8,5,0,5,3,0,1,47.634064739955946,47.14
19,1.4042553191489362,19,9,1,1,0,2,0,0,0,0,0,0,25,5,2,2,8,3,4,6,1,0,1,52.966242100421596,47.12
22,1.6956521739130435,19,10,1,0,0,1,0,0,1,0,0,1,23,5,1,4,8,1,2,9,1,0,1,51.004209764818214,46.35
20,1.671641791044776,17,13,0,0,0,0,0,0,0,0,1,2,23,2,4,7,7,5,1,4,3,0,1,47.109155571930884,45.91
19,1.3181818181818181,21,9,0,0,0,0,0,0,0,0,0,0,22,16,3,4,2,0,2,3,0,0,1,52.27778976425415,45.44
19,1.7384615384615385,16,14,0,0,0,0,0,0,0,0,1,2,21,2,4,7,6,6,2,3,3,0,1,45.77358719190657,44.49
18,1.8666666666666667,13,15,1,1,2,2,0,0,0,0,0,1,23,10,4,5,4,2,1,4,3,0,0,49.02017152545468,44.02
18,1.5903614457831325,10,20,0,0,0,0,0,0,0,0,1,4,19,6,5,4,5,7,0,3,7,0,1,47.26948011325029,43.14
17,1.7,21,9,0,0,0,0,0,0,2,0,0,2,23,4,2,6,4,6,3,5,1,0,1,48.3040475263814,43.07
20,1.7462686567164178,17,13,0,0,0,0,0,0,0,0,1,2,22,2,4,7,7,5,1,4,3,0,1,47.17239969765782,41.99
18,1.6705882352941177,12,18,0,0,0,0,0,0,0,0,1,3,21,2,5,4,5,8,2,4,1,0,1,45.33537206962563,41.23
20,1.7228915662650603,12,18,0,0,0,0,0,0,0,0,1,4,20,3,6,4,6,8,0,3,7,0,1,47.769222311639645,41.0
18,1.462962962962963,22,8,0,0,0,0,0,0,2,0,0,0,25,6,4,4,5,3,3,5,3,0,1,48.346014599140894,40.56
18,1.462962962962963,22,8,0,0,0,0,0,0,2,0,0,0,25,6,4,4,4,4,3,5,3,0,1,48.129072424898894,39.54
21,1.6136363636363635,10,20,0,0,0,0,0,0,0,0,1,2,18,4,8,2,5,6,0,5,3,0,1,46.378225821645835,39.35
18,1.775,11,19,0,0,0,0,0,0,0,0,1,2,19,4,4,6,3,7,2,4,3,0,1,44.16880790559228,38.22
21,1.6705882352941177,10,20,0,0,0,0,0,0,0,0,1,2,18,4,6,5,4,5,1,5,1,0,1,45.30511423767628,37.83
