unique_cards,stats_cost_ratio,spell,minion,hero,weapon,pirate,elemental,demon,totem,dragon,murloc,mechanical,beast,class_card,cost_1_or_less,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7_or_more,no_of_high_rules,no_of_medium_rule,no_of_low_rule,average_card_winrate
18,1.86,6,23,1,0,0,2,5,0,2,0,0,2,12,0,12,0,11,0,2,5,0,0,0,49.23284772810772,59.84
17,1.858974358974359,2,28,0,0,0,2,7,0,0,0,0,2,10,12,1,7,5,5,0,0,0,0,0,49.19043081034002,59.53
18,1.7818181818181817,6,23,1,0,0,2,6,0,2,0,0,2,13,0,9,0,12,0,4,5,0,0,0,49.780854093481125,59.42
19,1.5566037735849056,8,20,1,1,0,2,4,0,0,0,1,1,19,4,5,1,5,7,2,6,0,0,0,52.415483116468884,59.29
17,1.8666666666666667,3,27,0,0,0,2,6,0,0,0,0,1,11,13,1,6,5,5,0,0,0,0,0,49.128714764400904,59.24
17,1.9333333333333333,3,27,0,0,0,2,7,0,0,0,0,2,12,13,1,6,5,5,0,0,0,0,0,48.814534049939475,59.17
21,1.7211538461538463,5,23,1,1,0,2,6,0,0,0,1,0,17,2,1,5,9,7,1,5,0,0,0,49.910422096640644,59.11
19,1.5535714285714286,10,20,0,0,0,4,0,0,0,0,4,0,13,9,11,2,5,1,0,2,0,0,0,51.32578215512149,59.04
16,1.9375,2,28,0,0,0,2,8,0,0,0,0,2,12,12,1,6,5,6,0,0,0,0,0,48.921609566734524,59.01
16,1.87012987012987,2,28,0,0,0,2,8,0,0,0,0,2,12,12,1,8,4,5,0,0,0,0,0,48.90083912754393,58.95
16,1.9090909090909092,5,25,0,0,0,0,8,0,0,0,0,2,15,15,1,6,4,4,0,0,0,0,0,47.98477938131137,58.84
19,1.5535714285714286,10,20,0,0,0,4,0,0,0,0,4,0,13,9,10,2,5,1,0,3,0,0,0,51.46874373280182,58.77
17,1.8208955223880596,5,25,0,0,0,0,8,0,0,0,0,1,15,15,1,6,3,5,0,0,0,0,0,48.31302776228197,58.62
19,1.5728155339805825,8,20,1,1,0,2,4,0,0,0,1,0,18,4,5,1,6,7,2,5,0,0,0,52.50479630247186,58.61
16,2.1311475409836067,3,27,0,0,0,0,4,0,0,0,2,2,9,17,8,2,0,1,0,2,0,0,0,49.67091308251518,58.54
18,1.8076923076923077,6,23,1,0,0,2,5,0,2,0,0,2,12,0,10,0,12,0,4,4,0,0,0,49.7738456080582,58.43
16,2.081967213114754,5,25,0,0,0,0,4,0,0,0,2,2,12,17,8,2,0,0,0,3,0,0,0,48.66545148272671,58.4
17,1.8533333333333333,3,27,0,0,0,2,6,0,0,0,0,2,11,13,1,6,5,5,0,0,0,0,0,49.13710996220066,58.34
16,1.8481012658227849,2,28,0,0,0,2,6,0,0,0,0,2,10,12,1,6,6,5,0,0,0,0,0,49.196464528639666,58.24
18,1.8431372549019607,6,23,1,0,0,2,5,0,2,0,0,2,12,0,11,0,12,0,2,5,0,0,0,49.366188843268354,58.23
17,1.8717948717948718,3,27,0,0,0,0,7,0,0,0,0,2,12,13,1,4,6,6,0,0,0,0,0,49.181093201632216,58.21
17,1.8018867924528301,6,23,1,0,0,2,6,0,2,0,0,2,13,0,10,0,12,0,3,5,0,0,0,49.79241402828408,58.14
18,1.7830188679245282,6,23,1,0,0,2,5,0,2,0,0,2,12,0,10,0,12,0,3,5,0,0,0,50.20085424889814,58.11
19,1.576271186440678,9,21,0,0,0,4,0,0,0,0,4,0,12,9,10,3,5,1,0,2,0,0,0,52.085448524619586,58.08
18,1.8431372549019607,6,23,1,0,0,2,5,0,2,0,0,1,12,0,11,0,12,0,2,5,0,0,0,49.06916888036369,58.01
17,1.8888888888888888,2,28,0,0,0,0,10,0,0,0,0,1,14,12,1,6,4,7,0,0,0,0,0,48.933759156715986,57.96
21,1.5964912280701755,10,20,0,0,0,3,0,0,0,0,4,0,13,7,11,2,6,1,0,3,0,0,0,51.11147613284043,57.94
17,2.156862745098039,5,25,0,0,0,0,4,0,0,0,2,2,11,17,9,2,0,1,0,1,0,0,0,49.23784956813492,57.84
18,1.5238095238095237,8,20,1,1,0,2,4,0,0,0,1,0,19,4,6,0,5,7,2,6,0,0,0,52.105023070857776,57.8
17,1.9,6,23,1,0,0,2,6,0,2,0,0,2,13,0,11,0,12,0,3,4,0,0,0,48.94185575794712,57.73
19,1.8018867924528301,6,23,1,0,0,2,5,0,2,0,0,1,12,0,10,0,12,0,3,5,0,0,0,49.74092524276005,57.67
17,1.8875,2,28,0,0,0,2,7,0,0,0,0,2,11,12,1,6,5,6,0,0,0,0,0,49.29457444181149,57.66
18,1.7830188679245282,6,23,1,0,0,2,5,0,2,0,0,2,12,0,10,0,12,0,3,5,0,0,0,50.04104071624725,57.65
20,1.7171717171717171,6,22,1,1,0,2,6,0,0,0,1,0,17,2,1,5,8,6,3,5,0,0,0,49.78735709633922,57.63
17,1.88,3,27,0,0,0,2,6,0,0,0,0,2,11,13,1,6,5,5,0,0,0,0,0,49.18749892501645,57.6
16,1.8571428571428572,3,27,0,0,1,0,4,0,0,0,2,4,9,14,10,4,0,0,0,2,0,0,0,48.46506823957319,57.57
17,1.8860759493670887,2,28,0,0,0,2,6,0,0,0,0,2,10,12,1,6,6,5,0,0,0,0,0,49.263680133378884,57.54
19,1.7545454545454546,6,23,1,0,0,2,5,0,2,0,0,2,12,0,9,0,12,0,4,5,0,0,0,49.98653927824964,57.43
18,1.7830188679245282,6,23,1,0,0,2,5,0,2,0,0,2,12,0,10,0,12,0,3,5,0,0,0,49.68044699493225,57.43
19,1.7980769230769231,6,23,1,0,0,2,5,0,2,0,0,0,12,0,10,0,12,0,4,4,0,0,0,49.21943563637258,57.42
16,1.9036144578313252,2,28,0,0,0,0,8,0,0,0,0,2,12,12,1,4,6,7,0,0,0,0,0,49.338557681243046,57.39
17,2.239130434782609,5,25,0,0,0,0,4,0,0,0,2,5,11,18,7,2,2,1,0,0,0,0,0,48.775362934798736,57.38
18,1.7884615384615385,7,22,1,0,0,2,6,0,2,0,0,2,14,0,9,0,12,0,4,5,0,0,0,49.76162303580956,57.31
17,1.9078947368421053,3,27,0,0,0,0,10,0,0,0,0,1,15,13,1,6,4,6,0,0,0,0,0,48.403329802028196,57.3
18,1.820754716981132,6,23,1,0,0,2,5,0,2,0,0,0,12,0,10,0,12,0,3,5,0,0,0,49.12118270397108,57.2
16,1.8125,2,28,0,0,0,2,6,0,0,0,0,2,10,12,1,6,6,4,1,0,0,0,0,48.49634302888589,57.19
20,1.55,9,21,0,0,0,4,0,0,0,0,4,0,12,9,9,4,5,1,0,2,0,0,0,51.80625192660495,57.17
19,1.8018867924528301,6,23,1,0,0,2,5,0,2,0,0,2,12,0,10,0,12,0,3,5,0,0,0,49.87813167301383,57.12
19,1.7636363636363637,6,23,1,0,0,2,5,0,2,0,0,2,12,0,9,0,12,0,4,5,0,0,0,50.18929431409518,57.11
19,1.8018867924528301,6,23,1,0,0,2,5,0,2,0,0,1,12,0,10,0,12,0,3,5,0,0,0,49.22051798879416,57.08
19,1.5535714285714286,10,20,0,0,0,4,0,0,0,0,4,0,13,9,10,2,6,1,0,2,0,0,0,51.79251007016196,57.05
21,1.8172043010752688,5,23,1,1,0,2,9,0,0,0,1,0,19,5,1,6,5,6,2,5,0,0,0,49.23828386114482,56.99
18,1.9589041095890412,2,28,0,0,0,2,8,0,0,0,0,1,12,14,1,6,4,5,0,0,0,0,0,49.130937644575376,56.98
18,1.820754716981132,6,23,1,0,0,2,5,0,2,0,0,0,12,0,10,0,12,0,3,5,0,0,0,48.76058898265606,56.96
18,1.7818181818181817,6,23,1,0,0,2,6,0,2,0,0,2,13,0,9,0,12,0,4,5,0,0,0,50.14144781479614,56.96
19,1.81,7,22,1,0,0,2,5,0,2,0,0,2,13,0,11,0,12,0,2,5,0,0,0,49.311375930004814,56.94
17,1.561904761904762,8,20,1,1,0,4,4,0,0,0,1,0,18,4,4,2,5,8,2,5,0,0,0,52.29884173533932,56.85
19,1.5084745762711864,9,21,0,0,0,4,0,0,0,0,4,0,12,9,10,3,5,1,0,2,0,0,0,51.50261707963303,56.74
17,1.8421052631578947,3,27,0,0,0,1,6,0,0,0,0,2,11,13,1,5,6,5,0,0,0,0,0,49.110046625330526,56.74
18,1.5596330275229358,8,20,1,1,0,2,4,0,0,0,1,0,19,4,4,0,7,7,2,6,0,0,0,52.3149598715395,56.73
16,2.0555555555555554,6,24,0,0,0,2,8,0,0,0,0,0,16,20,1,2,3,4,0,0,0,0,0,47.86400956016996,56.63
18,1.8783783783783783,3,27,0,0,0,2,7,0,0,0,0,1,11,13,1,7,4,5,0,0,0,0,0,49.122681046101256,56.62
20,1.6140350877192982,10,20,0,0,0,4,0,0,0,0,4,0,13,10,9,3,5,1,0,2,0,0,0,51.73233112068871,56.6
16,1.9014084507042253,4,26,0,0,0,0,9,0,0,0,0,2,15,14,1,6,4,5,0,0,0,0,0,48.07502825618297,56.53
17,1.9113924050632911,3,27,0,0,0,0,8,0,0,0,0,2,13,13,1,4,5,7,0,0,0,0,0,49.27920311480405,56.49
17,1.8205128205128205,3,27,0,0,0,2,5,0,0,0,0,2,10,12,1,6,6,5,0,0,0,0,0,49.14727467337321,56.49
17,1.8852459016393444,5,25,0,0,0,0,6,0,0,0,2,3,13,17,8,0,2,1,0,2,0,0,0,48.48739790055296,56.44
19,1.6206896551724137,9,21,0,0,0,4,0,0,0,0,4,0,12,9,11,2,5,1,0,2,0,0,0,51.551615835871935,56.4
16,1.864864864864865,3,27,0,0,0,2,6,0,0,0,0,2,11,13,1,6,6,4,0,0,0,0,0,48.66603517395187,56.4
16,2.0338983050847457,5,25,0,0,0,0,4,0,0,0,2,2,11,17,8,2,0,1,0,2,0,0,0,49.56931814971017,56.4
16,2.0677966101694913,5,25,0,0,0,0,4,0,0,0,2,2,11,17,8,2,0,1,0,2,0,0,0,49.498212059849486,56.39
19,1.8018867924528301,6,23,1,0,0,2,5,0,2,0,0,2,12,0,10,0,12,0,3,5,0,0,0,50.03794520566472,56.37
16,1.9636363636363636,7,23,0,0,0,0,4,0,0,0,2,2,13,15,10,2,0,1,0,2,0,0,0,48.39074386914154,56.36
18,1.858695652173913,8,21,1,0,0,2,5,0,2,0,0,0,14,0,12,0,12,0,2,4,0,0,0,48.6919387833836,56.33
20,1.5593220338983051,9,21,0,0,0,4,0,0,0,0,4,0,12,9,10,3,5,1,0,2,0,0,0,51.43532828109071,56.26
18,1.7745098039215685,6,22,1,1,0,2,6,0,0,0,1,0,19,4,1,4,8,6,2,5,0,0,0,49.845305007247255,56.23
18,1.8235294117647058,6,23,1,0,0,2,5,0,2,0,0,2,12,0,11,0,12,0,2,5,0,0,0,49.52909788650177,56.2
18,1.855263157894737,3,27,0,0,0,0,9,0,0,0,0,1,14,13,1,6,4,6,0,0,0,0,0,48.77629467710516,56.2
19,1.7636363636363637,6,23,1,0,0,2,5,0,2,0,0,1,12,0,9,0,12,0,4,5,0,0,0,49.892274351190515,56.17
17,1.8369565217391304,8,21,1,0,0,2,5,0,2,0,0,0,14,0,12,0,12,0,2,4,0,0,0,48.92776078730417,56.11
16,1.9305555555555556,4,26,0,0,0,0,10,0,0,0,0,0,16,14,1,6,3,6,0,0,0,0,0,48.089132169016054,55.95
16,1.7974683544303798,2,28,0,0,0,0,8,0,0,0,0,2,12,12,1,6,6,5,0,0,0,0,0,48.74593452817209,55.91
19,1.820754716981132,6,23,1,0,0,2,5,0,2,0,0,1,12,0,10,0,12,0,3,5,0,0,0,49.57801619952663,55.83
19,1.8018867924528301,6,23,1,0,0,2,5,0,2,0,0,2,12,0,10,0,12,0,3,5,0,0,0,49.51753795169882,55.77
17,1.9452054794520548,3,27,0,0,0,2,9,0,0,0,0,0,14,13,1,8,3,5,0,0,0,0,0,48.4181669695361,55.68
18,1.467741935483871,8,22,0,0,0,4,0,0,0,0,4,0,11,8,10,4,5,1,0,2,0,0,0,51.21672273143908,55.66
17,1.7820512820512822,3,27,0,0,0,1,6,0,0,0,0,2,11,11,1,6,2,5,0,5,0,0,0,48.56850336169696,55.65
18,1.5643564356435644,8,20,1,1,0,2,4,0,0,0,1,0,18,4,6,1,5,7,2,5,0,0,0,52.60727719123181,55.64
16,2.1785714285714284,4,26,0,0,0,0,4,0,0,0,2,2,10,18,8,2,0,0,0,2,0,0,0,49.160255747780155,55.64
17,1.8,3,27,0,0,0,0,8,0,0,0,0,2,13,12,1,6,5,5,0,1,0,0,0,48.683531545825765,55.61
20,1.7397260273972603,9,19,1,1,0,0,2,0,0,0,4,2,16,2,10,3,7,2,0,6,0,0,0,52.68013368137539,55.58
19,1.7924528301886793,6,23,1,0,0,2,5,0,2,0,0,2,12,0,10,0,12,0,3,5,0,0,0,49.78664296218285,55.55
18,1.7727272727272727,6,23,1,0,0,2,6,0,2,0,0,2,13,0,9,0,12,0,4,5,0,0,0,50.04995910396515,55.53
16,1.7377049180327868,4,26,0,0,0,2,6,0,0,0,2,3,14,15,6,2,3,4,0,0,0,0,0,48.111376895744044,55.49
19,1.5377358490566038,8,20,1,1,0,2,4,0,0,0,1,0,19,4,5,1,5,7,2,6,0,0,0,52.3542851574848,55.41
19,1.532258064516129,8,22,0,0,0,4,0,0,0,0,4,0,11,8,10,4,5,1,0,2,0,0,0,51.79955417642563,55.39
19,1.7383177570093458,4,24,1,1,0,2,6,0,0,0,1,0,17,2,1,5,9,8,0,5,0,0,0,50.665049952906394,55.35
19,1.7589285714285714,7,23,0,0,0,2,3,0,2,0,1,0,11,2,5,4,9,2,3,5,0,0,0,45.272049120585365,55.27
20,1.7413793103448276,6,23,1,0,0,2,6,0,2,0,0,1,13,0,8,0,11,0,6,5,0,0,0,49.91413037441429,55.17
21,1.4918032786885247,11,17,1,1,0,2,2,0,0,0,4,1,17,6,10,4,3,2,0,5,0,0,0,51.38775396575985,55.16
18,1.820754716981132,6,23,1,0,0,2,6,0,2,0,0,2,13,0,10,0,12,0,3,5,0,0,0,49.62950498505066,55.16
19,1.820754716981132,6,23,1,0,0,2,5,0,2,0,0,1,12,0,10,0,12,0,3,5,0,0,0,49.05760894556074,55.15
17,2.1153846153846154,5,25,0,0,0,0,4,0,0,0,2,2,11,17,8,3,0,1,0,1,0,0,0,49.1248806031215,55.14
19,1.7545454545454546,6,23,1,0,0,2,5,0,2,0,0,2,12,0,9,0,12,0,4,5,0,0,0,50.298585791928325,55.09
19,1.5555555555555556,8,20,1,1,0,2,4,0,0,0,1,0,19,4,4,1,6,7,2,6,0,0,0,52.0337954906844,55.09
18,1.6636363636363636,7,21,1,1,0,4,6,0,0,0,1,0,20,5,1,4,6,6,2,6,0,0,0,49.68709790292858,55.05
18,1.7735849056603774,6,23,1,0,0,2,5,0,2,0,0,2,12,0,10,0,12,0,3,5,0,0,0,49.637505491737585,54.96
19,1.8018867924528301,6,23,1,0,0,2,5,0,2,0,0,1,12,0,10,0,12,0,3,5,0,0,0,49.58111171010917,54.86
16,2.0,5,25,0,0,2,0,4,0,0,0,2,2,11,17,8,2,0,1,0,2,0,0,0,49.376312459096866,54.86
17,1.7017543859649122,5,25,0,0,0,2,5,0,0,0,1,2,14,16,6,2,2,4,0,0,0,0,0,48.491150653934476,54.81
18,1.5272727272727273,8,20,1,1,0,2,4,0,0,0,1,0,19,4,4,0,6,8,2,6,0,0,0,52.301653205712796,54.7
17,1.876543209876543,2,28,0,0,0,1,7,0,0,0,0,2,11,12,1,5,6,6,0,0,0,0,0,49.26751110494135,54.68
18,2.0,5,25,0,0,0,3,7,0,0,0,2,0,12,19,1,3,3,4,0,0,0,0,0,49.00711456748692,54.67
18,1.7105263157894737,7,23,0,0,0,2,3,0,2,0,1,0,12,2,5,4,4,5,4,6,0,0,0,44.514467737524555,54.66
18,2.088235294117647,3,27,0,0,0,2,7,0,0,0,0,1,12,16,1,4,4,5,0,0,0,0,0,49.46486667223478,54.61
18,1.5229357798165137,8,20,1,1,0,2,4,0,0,0,1,0,19,4,4,1,5,8,2,6,0,0,0,52.445946891998965,54.6
19,1.7545454545454546,6,23,1,0,0,2,5,0,2,0,0,1,12,0,9,0,12,0,4,5,0,0,0,49.84933284799585,54.55
16,1.891566265060241,7,23,0,0,0,0,8,0,0,0,0,4,18,11,8,4,2,0,0,5,0,0,0,45.056819674541515,54.52
21,1.7211538461538463,5,23,1,1,0,2,6,0,0,0,1,0,17,2,1,5,9,7,1,5,0,0,0,50.27101581795566,54.48
19,1.7636363636363637,6,23,1,0,0,2,5,0,2,0,0,1,12,0,9,0,12,0,4,5,0,0,0,49.96900890682909,54.32
20,1.7818181818181817,6,23,1,0,0,2,5,0,2,0,0,1,12,0,9,0,12,0,4,5,0,0,0,49.729365307957096,54.32
17,1.9125,2,28,0,0,0,2,7,0,0,0,0,2,11,12,1,6,5,6,0,0,0,0,0,49.34496340462727,54.28
19,1.5851063829787233,11,19,0,0,0,2,2,0,2,0,1,0,14,2,4,6,6,3,3,6,0,0,0,43.82661261476717,54.23
16,2.046875,3,27,0,0,2,2,8,2,2,16,2,4,9,11,8,6,3,2,0,0,0,0,0,45.98903940340666,54.07
17,1.901639344262295,5,25,0,0,0,0,6,0,0,0,2,2,13,17,8,0,2,1,0,2,0,0,0,48.4790027027532,54.05
20,1.7714285714285714,6,24,0,0,0,2,0,0,2,0,3,0,8,2,6,6,8,1,3,4,0,0,0,45.07721059628968,54.0
17,1.75,6,23,1,0,0,2,6,0,2,0,0,2,13,0,9,0,12,0,3,6,0,0,0,50.3171542121542,53.86
16,1.9384615384615385,5,25,0,0,0,0,4,0,0,0,2,6,11,15,8,2,2,1,0,2,0,0,0,48.904738228752144,53.83
19,1.5555555555555556,8,20,1,1,0,2,4,0,0,0,1,0,19,4,4,1,6,7,2,6,0,0,0,52.45925355782567,53.81
19,1.81,7,22,1,0,0,2,5,0,2,0,0,2,13,0,10,0,12,0,3,5,0,0,0,49.49830689402726,53.75
17,1.5420560747663552,8,20,1,1,0,2,4,0,0,0,0,0,19,4,4,2,5,7,2,6,0,0,0,52.45451227278175,53.48
20,1.8461538461538463,8,22,0,0,0,2,3,0,2,0,1,0,13,2,7,3,8,1,3,6,0,0,0,44.63875786098371,53.41
19,1.5462962962962963,8,20,1,1,0,2,4,0,0,0,1,0,19,4,4,1,6,7,2,6,0,0,0,52.251804268724854,53.41
17,2.0892857142857144,5,25,0,0,2,0,4,0,0,0,2,2,11,17,9,2,0,0,0,2,0,0,0,48.769620883862444,53.37
22,1.7678571428571428,6,23,1,0,0,2,5,0,2,0,0,1,12,0,10,0,11,0,2,7,0,0,0,48.73607754291192,53.37
17,1.7820512820512822,3,27,0,0,0,1,6,0,0,0,0,2,11,11,1,6,2,5,0,5,0,0,0,48.269320567939374,53.34
15,1.9,6,24,0,0,0,0,8,0,0,0,0,0,16,16,2,6,2,4,0,0,0,0,0,48.40197143778814,53.28
20,1.6041666666666667,10,20,0,0,0,2,2,0,2,0,1,0,13,2,5,5,6,3,3,6,0,0,0,43.957297260767724,53.25
20,1.6923076923076923,8,20,1,1,0,2,9,0,0,0,1,0,23,2,5,2,7,5,1,8,0,0,0,49.531352905644745,53.06
19,1.7692307692307692,7,22,1,0,0,2,5,0,2,0,0,2,13,0,9,0,12,0,4,5,0,0,0,50.01024972377274,53.02
19,1.8440366972477065,4,24,1,1,0,2,6,0,0,0,1,0,17,2,1,5,10,4,3,5,0,0,0,49.73344236914237,52.98
17,2.3728813559322033,4,26,0,0,1,1,9,1,1,13,1,3,14,14,6,5,3,2,0,0,0,0,0,47.192125125934446,52.97
16,2.0677966101694913,5,25,0,0,2,0,4,0,0,0,2,2,11,17,8,2,0,1,0,2,0,0,0,49.2899309262,52.96
19,1.5566037735849056,8,20,1,1,0,2,4,0,0,0,1,0,19,4,5,1,5,7,2,6,0,0,0,52.11846315356422,52.91
17,1.8396226415094339,6,23,1,0,0,2,6,0,2,0,0,0,13,0,10,0,12,0,3,5,0,0,0,48.872556016007906,52.89
15,1.9705882352941178,4,26,0,0,0,0,10,0,0,0,0,2,16,14,2,6,4,4,0,0,0,0,0,47.94549502535346,52.72
18,1.8148148148148149,6,23,1,0,0,2,6,0,2,0,0,1,13,0,9,0,12,0,5,4,0,0,0,49.308127733218384,52.6
19,1.6923076923076923,8,22,0,0,0,2,0,0,2,0,1,0,12,2,5,3,7,6,2,5,0,0,0,44.49831413447512,52.54
19,1.7093023255813953,7,21,1,1,0,2,4,0,0,0,1,0,17,2,5,5,9,5,0,4,0,0,0,48.90933386044492,52.25
19,1.75,8,22,0,0,0,2,1,0,2,0,1,0,10,1,4,4,9,4,2,6,0,0,0,45.476916630660064,52.24
17,2.0,5,25,0,0,0,2,6,0,0,0,4,1,11,21,1,3,2,3,0,0,0,0,0,48.62362421848751,52.03
20,1.8055555555555556,7,23,0,0,0,2,3,0,2,0,1,0,12,2,6,4,9,1,4,4,0,0,0,45.7788628303888,51.99
19,1.802325581395349,10,19,1,0,0,2,5,0,2,0,3,2,16,0,11,0,11,0,3,5,0,0,0,52.96314061392043,51.9
19,1.7636363636363637,6,23,1,0,0,2,5,0,2,0,0,2,12,0,9,0,12,0,4,5,0,0,0,50.02948078144429,51.72
17,1.7466666666666666,11,19,0,0,0,0,9,0,0,0,0,0,21,9,6,5,3,0,1,6,0,0,0,45.74698862392862,51.52
18,1.84,5,25,0,0,0,2,4,0,0,0,2,3,14,18,6,2,1,3,0,0,0,0,0,47.98119063598848,51.47
19,1.948051948051948,3,27,0,0,0,0,10,0,0,0,0,1,14,13,1,6,3,7,0,0,0,0,0,49.116961498156776,51.45
16,1.9285714285714286,4,26,0,0,0,0,5,0,0,2,1,0,9,12,6,5,4,2,0,1,0,0,0,43.61794981663084,51.45
20,1.5377358490566038,8,20,1,1,0,2,4,0,0,0,1,1,19,4,5,1,5,7,2,6,0,0,0,52.578392159702304,51.38
19,1.603960396039604,8,20,1,1,0,2,4,0,0,0,1,1,18,4,6,1,5,7,2,5,0,0,0,52.432653146295316,51.23
16,1.9649122807017543,5,25,0,0,0,0,4,0,0,0,2,2,11,17,10,0,0,1,0,2,0,0,0,48.946269008813104,51.22
20,1.766355140186916,7,23,0,0,0,2,3,0,2,0,1,0,12,2,7,3,9,1,4,4,0,0,0,45.907455413204346,51.13
17,1.7333333333333334,11,19,0,0,0,0,8,0,0,0,0,0,21,9,6,5,3,0,1,6,0,0,0,45.7774027644545,51.02
18,1.8181818181818181,9,20,1,0,0,0,6,0,0,0,2,0,22,3,6,6,6,3,2,4,0,0,0,49.03336202568787,50.83
19,1.825,10,19,1,0,0,0,4,0,0,0,1,2,21,8,1,6,7,3,3,2,0,0,0,48.03581497629941,50.74
18,1.6021505376344085,10,20,0,0,0,2,1,0,2,0,1,0,12,2,5,6,6,3,2,6,0,0,0,43.96478947843254,50.63
