unique_cards,stats_cost_ratio,spell,minion,hero,weapon,pirate,elemental,demon,totem,dragon,murloc,mechanical,beast,class_card,cost_1_or_less,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7_or_more,no_of_high_rules,no_of_medium_rule,no_of_low_rule,average_card_winrate
18,1.9047619047619047,8,19,1,2,1,0,0,0,0,0,9,2,24,6,6,5,4,7,0,2,37,32,0,57.60336211329932,59.34
17,1.7037037037037037,10,17,1,2,0,0,0,0,7,0,5,1,21,6,0,8,0,11,0,5,37,33,5,56.10885965585821,59.34
18,1.9193548387096775,8,19,1,2,1,0,0,0,0,0,9,2,23,6,7,4,4,7,0,2,37,32,0,57.63354432424276,59.33
18,1.8775510204081634,14,12,1,3,0,0,0,0,0,0,9,1,27,6,6,5,4,6,0,3,37,34,5,57.28785230494301,59.27
18,1.890625,8,19,1,2,1,0,0,0,0,0,9,2,24,6,6,4,5,7,0,2,37,32,0,57.61113967188275,59.27
18,1.8833333333333333,11,16,1,2,0,0,0,0,0,0,7,2,24,7,3,6,4,8,0,2,37,34,5,57.383978269866766,59.26
18,1.8571428571428572,11,16,1,2,0,0,0,0,0,0,7,2,25,7,3,6,4,7,0,3,37,34,5,57.33934575132864,59.25
17,1.6753246753246753,9,19,0,2,0,2,0,0,0,0,3,7,17,5,0,13,0,9,0,3,7,9,5,55.34544444312014,59.23
20,1.7118644067796611,12,15,1,2,0,1,0,0,0,0,6,0,23,7,5,4,2,9,0,3,37,34,5,57.33587387901457,59.23
18,1.8909090909090909,13,14,1,2,0,0,0,0,0,0,10,0,26,7,5,4,4,8,0,2,37,34,5,57.45197674193029,59.18
18,1.7547169811320755,16,11,1,2,0,0,0,0,3,0,5,0,25,4,9,2,2,11,0,2,31,34,5,56.38505421610992,59.16
18,1.8688524590163935,12,15,1,2,0,1,0,0,0,0,9,0,21,6,5,4,4,8,0,3,37,34,5,57.41603807773492,59.13
18,1.878787878787879,8,19,1,2,0,0,0,0,0,0,9,2,25,6,6,5,4,6,0,3,37,32,0,57.58106525510145,59.13
18,1.9344262295081966,9,18,1,2,0,0,0,0,0,0,9,2,26,8,4,6,6,4,0,2,21,17,4,57.95712791077702,59.1
18,1.901639344262295,11,16,1,2,0,0,0,0,0,0,9,2,26,7,3,6,6,5,0,3,37,34,5,57.57791648953848,59.09
19,1.9047619047619047,11,16,1,2,0,0,0,0,0,0,8,2,24,7,3,6,4,7,0,3,37,34,5,57.65515700016815,59.04
18,1.8936170212765957,13,13,1,3,0,0,0,0,0,0,9,2,26,7,4,7,4,6,0,2,37,34,5,57.46116083474464,59.04
19,1.6875,16,13,1,0,0,0,0,0,0,0,5,0,24,8,7,5,2,6,0,2,37,34,5,56.017002308470246,59.02
19,1.872340425531915,14,12,1,3,0,0,0,0,0,0,8,1,26,6,7,5,3,6,0,3,37,34,5,57.0709177237762,59.01
18,1.9642857142857142,10,17,1,2,0,0,0,0,0,0,9,2,26,8,4,6,6,4,0,2,37,34,5,57.594787856297216,59.0
18,1.8867924528301887,11,16,1,2,0,0,0,0,0,0,7,2,26,8,4,6,4,6,0,2,37,34,5,57.044780960173235,58.97
20,1.631578947368421,14,14,1,1,0,1,0,0,0,0,3,0,23,6,7,5,1,8,0,3,31,34,5,56.681669813260626,58.95
20,1.6796116504854368,0,26,1,3,0,0,0,0,0,0,3,1,21,4,1,6,9,4,1,5,3,1,0,53.45601679319829,58.93
18,1.7088607594936709,9,19,0,2,0,2,0,0,0,0,3,6,17,5,0,12,0,10,0,3,7,9,5,55.642877583237,58.92
17,1.7468354430379747,9,19,0,2,0,2,0,0,0,0,3,5,18,5,0,12,0,10,0,3,7,9,5,55.76312629169054,58.89
17,1.855421686746988,9,19,0,2,0,2,0,0,0,0,3,7,18,5,0,10,0,12,0,3,7,9,5,54.889173940320774,58.87
17,1.6265060240963856,10,17,1,2,0,0,0,0,6,0,3,4,21,4,0,9,0,13,0,4,31,33,5,55.79207839631689,58.85
19,1.8444444444444446,15,11,1,3,0,0,0,0,0,0,8,1,27,7,6,5,3,6,0,3,37,34,5,57.128164505977345,58.83
18,1.8676470588235294,10,17,1,2,0,0,0,0,0,0,8,0,26,7,4,4,4,8,0,3,37,32,0,57.11404570186068,58.81
18,1.9,15,11,1,3,0,0,0,0,0,0,8,2,27,7,6,6,3,6,0,2,37,34,5,56.97840004231064,58.75
17,1.696969696969697,14,13,1,2,0,0,0,0,4,0,5,0,25,4,6,4,2,10,0,4,31,34,5,56.36959395381406,58.74
19,1.8421052631578947,14,14,1,1,0,1,0,0,0,0,8,0,21,6,7,4,3,7,0,3,37,34,5,56.89342323243111,58.73
18,1.8909090909090909,12,15,1,2,0,0,0,0,0,0,7,2,25,7,4,6,4,7,0,2,37,34,5,57.05743849833452,58.68
18,1.632183908045977,10,17,1,2,0,0,0,0,7,0,3,3,20,4,0,9,0,12,0,5,31,33,5,55.8717070074763,58.67
21,1.7272727272727273,12,14,1,3,0,0,0,0,0,0,6,1,26,6,5,5,4,7,0,3,37,34,5,56.9500093514992,58.67
18,1.903225806451613,8,19,1,2,0,0,0,0,0,0,9,2,25,6,6,5,5,6,0,2,37,32,0,57.38643423710871,58.66
20,1.6666666666666667,0,27,1,2,0,0,0,0,0,0,4,1,21,4,1,6,9,5,0,5,7,3,0,53.567803002565675,58.65
18,1.8314606741573034,9,19,0,2,0,2,0,0,0,0,3,8,16,4,0,11,0,11,0,4,7,9,5,54.76874909749558,58.65
18,1.6867469879518073,10,17,1,2,0,0,0,0,7,0,4,1,20,5,0,9,0,11,0,5,37,33,5,56.08685430650739,58.64
17,1.875,14,15,1,0,0,0,0,0,0,0,9,0,21,8,4,4,4,6,2,2,37,34,5,56.81743998695294,58.62
18,1.7093023255813953,9,18,1,2,0,0,0,0,7,0,5,2,21,6,0,7,0,12,0,5,37,33,5,56.11728014732947,58.58
19,1.4933333333333334,10,17,1,2,0,0,0,0,0,0,3,5,17,4,0,11,0,13,0,2,31,33,5,56.13392690661224,58.54
17,1.9814814814814814,12,15,1,2,0,0,0,0,0,0,9,0,26,8,4,4,4,8,0,2,37,34,5,56.82181360775664,58.53
18,1.9137931034482758,9,18,1,2,0,0,0,0,0,0,9,2,25,6,6,6,4,6,0,2,37,34,1,57.42919313154707,58.5
18,1.9137931034482758,8,18,1,3,0,0,0,0,0,0,9,2,25,6,6,5,4,7,0,2,37,32,0,57.495157378882936,58.47
18,1.9137931034482758,9,18,1,2,0,0,0,0,0,0,9,2,25,6,7,5,4,6,0,2,37,32,0,57.29915800210733,58.45
18,1.7674418604651163,17,10,1,2,0,0,0,0,0,0,7,0,27,8,8,4,2,5,0,3,37,34,5,57.197700542759314,58.44
19,1.8970588235294117,7,20,1,2,1,0,0,0,0,0,9,2,23,6,5,5,4,8,0,2,37,32,0,57.86367097642709,58.43
18,1.876923076923077,8,19,1,2,1,0,0,0,0,0,7,2,22,6,6,5,2,9,0,2,37,32,0,57.441263390402156,58.41
19,1.8412698412698412,11,16,1,2,0,0,0,0,0,0,7,2,25,7,3,6,4,7,0,3,37,34,5,57.36991825306559,58.36
19,1.8805970149253732,8,19,1,2,1,0,0,0,0,0,9,2,23,5,6,5,4,8,0,2,37,32,0,57.76077468969887,58.35
17,1.7471264367816093,8,19,1,2,2,2,2,2,9,2,7,3,19,6,0,8,0,11,0,5,37,31,3,56.13646014536038,58.33
18,1.6904761904761905,9,18,1,2,0,0,0,0,6,0,4,3,21,5,0,8,0,13,0,4,37,33,5,55.99114637811171,58.33
18,1.9152542372881356,11,16,1,2,0,0,0,0,0,0,8,2,25,7,3,6,5,7,0,2,37,34,5,57.38405396686273,58.29
19,1.9090909090909092,8,19,1,2,1,0,0,0,0,0,9,2,24,6,5,5,4,8,0,2,37,32,0,57.76961740379632,58.28
19,1.8676470588235294,8,19,1,2,1,0,0,0,0,0,9,1,24,6,6,4,4,7,0,3,37,32,0,57.753126576966025,58.25
18,1.9054054054054055,4,21,1,4,0,0,0,0,0,0,7,0,23,6,4,7,6,4,1,2,7,3,0,57.60317848945892,58.22
18,1.9333333333333333,8,19,1,2,0,0,0,0,0,0,9,2,24,6,7,5,4,6,0,2,37,32,0,57.408838889468726,58.19
18,1.7647058823529411,3,22,1,4,2,2,2,2,8,2,5,2,21,4,5,6,7,4,0,4,3,3,2,56.05732597287845,58.13
18,1.893939393939394,8,19,1,2,0,0,0,0,0,0,9,2,24,6,6,5,4,6,0,3,37,32,0,57.657537270414146,58.13
17,1.7012987012987013,10,17,1,2,0,0,0,0,6,0,5,2,22,6,0,8,0,12,0,4,37,33,5,56.02923104469879,58.12
18,1.8666666666666667,11,16,1,2,0,0,0,0,0,0,7,2,25,7,3,6,4,8,0,2,37,34,5,57.257105091838405,58.11
19,1.8571428571428572,10,16,1,3,0,0,0,0,0,0,7,2,24,7,2,6,4,8,0,3,37,34,5,57.62655989946508,58.11
17,1.7272727272727273,9,19,0,2,0,2,0,0,0,0,3,6,17,5,0,13,0,9,0,3,7,9,5,55.59256632960202,58.08
18,1.6744186046511629,9,18,1,2,0,0,0,0,6,0,3,3,20,4,0,9,0,13,0,4,31,33,5,55.76778708346363,58.07
19,1.9272727272727272,12,15,1,2,0,0,0,0,0,0,8,0,24,7,6,2,5,8,0,2,37,34,5,56.60011408604249,58.05
19,1.8793103448275863,14,14,1,1,0,0,0,0,0,0,9,0,22,7,5,4,4,7,1,2,37,34,5,56.7901934145405,58.02
17,1.8103448275862069,13,14,1,2,0,0,0,0,0,0,7,2,23,4,5,8,4,7,0,2,31,34,5,57.317714477136484,58.02
18,1.8985507246376812,9,18,1,2,0,0,0,0,0,0,9,0,26,8,3,4,4,8,0,3,37,31,0,57.27522064159694,58.01
18,1.864864864864865,16,10,1,3,0,0,0,0,0,0,8,1,28,8,6,5,3,6,0,2,37,34,5,56.93671290723308,58.0
17,1.9444444444444444,10,16,1,3,0,0,0,0,0,0,9,2,27,8,4,6,6,4,0,2,21,17,4,57.843779806687344,57.98
18,1.7882352941176471,9,19,0,2,0,2,0,0,0,0,3,7,17,5,0,11,0,10,0,4,7,9,5,55.20675027166358,57.95
19,1.8571428571428572,8,19,1,2,1,0,0,0,0,0,8,2,23,5,6,5,4,7,0,3,37,32,0,57.77163383560574,57.92
18,1.6721311475409837,15,12,1,2,0,0,0,0,1,0,5,0,24,5,6,6,2,7,0,4,31,34,5,56.77634933764819,57.9
19,1.8833333333333333,11,16,1,2,0,0,0,0,0,0,7,2,24,7,4,6,4,6,0,3,37,34,5,57.2799325469231,57.89
18,1.9024390243902438,15,11,1,3,0,0,0,0,0,0,9,1,28,7,6,5,4,6,0,2,37,34,5,57.09640070619874,57.89
18,1.9365079365079365,8,19,1,2,1,0,0,0,0,0,9,2,23,6,6,5,4,7,0,2,37,32,0,57.64926162687506,57.89
19,1.8793103448275863,14,14,1,1,0,0,0,0,0,0,9,0,22,6,6,4,4,7,1,2,37,34,5,56.88369100961393,57.89
17,1.8909090909090909,12,15,1,2,0,0,0,0,0,0,7,2,25,7,4,6,4,7,0,2,37,34,5,57.12366940673899,57.87
17,1.839080459770115,9,19,0,2,0,2,0,0,0,0,3,8,17,5,0,10,0,11,0,4,7,9,5,54.7697740959787,57.84
19,1.797752808988764,0,23,1,6,1,0,0,0,0,0,3,4,25,3,4,6,6,5,2,4,3,3,0,55.57159849336531,57.84
18,1.8431372549019607,14,12,1,3,0,0,0,0,0,0,9,0,27,6,6,4,4,7,0,3,37,34,5,57.40577727183514,57.84
19,1.9137931034482758,12,15,1,2,0,0,0,0,0,0,8,0,24,7,5,2,5,9,0,2,37,34,5,56.63322193550108,57.83
19,1.890625,9,18,1,2,0,0,0,0,0,0,9,2,23,5,7,4,4,8,0,2,37,32,0,57.62263800916857,57.81
18,1.9193548387096775,8,19,1,2,1,0,0,0,0,0,9,2,24,6,6,5,5,6,0,2,37,32,0,57.49097175479681,57.8
17,1.9344262295081966,8,19,1,2,1,0,0,0,0,0,9,2,24,6,6,6,4,6,0,2,37,32,0,57.483194196213375,57.78
19,1.84,14,12,1,3,0,0,0,0,0,0,8,1,26,6,6,5,3,7,0,3,37,34,5,57.28777660794704,57.75
17,1.875,12,15,1,2,0,0,0,0,0,0,9,0,21,6,4,4,4,8,2,2,37,34,5,57.26319326547482,57.74
19,1.7636363636363637,14,15,1,0,0,1,0,0,0,0,5,0,22,7,8,4,3,5,0,3,37,34,5,56.217019874508104,57.74
19,1.8115942028985508,8,18,1,3,1,0,0,0,0,0,11,1,24,4,4,7,4,8,0,3,21,18,5,58.084964453598495,57.71
17,1.9333333333333333,8,19,1,2,0,0,0,0,0,0,9,2,24,6,7,4,6,5,0,2,37,32,0,57.304226089549665,57.69
19,1.896103896103896,1,23,1,5,1,0,0,0,0,0,5,4,23,5,4,8,6,3,1,3,7,3,0,55.79935662257109,57.67
18,1.95,8,18,1,3,0,0,0,0,0,0,7,2,23,8,2,7,2,8,0,3,37,33,5,57.80295207395917,57.63
19,1.9365079365079365,8,19,1,2,1,0,0,0,0,0,9,2,24,6,6,5,4,7,0,2,37,32,0,57.55275851962548,57.61
18,1.7714285714285714,18,9,1,2,0,0,0,0,0,0,7,0,28,9,8,4,2,5,0,2,37,34,5,56.812444011967166,57.61
18,1.8426966292134832,9,19,0,2,0,2,0,0,0,0,3,8,16,4,0,11,0,11,0,4,7,9,5,54.87687541874326,57.58
18,1.7468354430379747,9,19,0,2,0,2,0,0,0,0,3,4,17,5,0,12,0,10,0,3,7,9,5,55.975710251019294,57.56
19,1.7636363636363637,13,14,1,2,0,0,0,0,0,0,8,0,24,8,6,6,3,4,0,3,21,17,4,57.7003279689164,57.53
19,1.8888888888888888,14,14,1,1,0,0,0,0,0,0,9,0,22,6,7,4,4,7,0,2,37,34,5,56.92738914419783,57.51
19,1.7321428571428572,16,13,1,0,0,0,0,0,1,0,6,0,24,8,6,4,2,6,0,4,21,18,5,56.5291909632283,57.5
18,1.7142857142857142,11,17,0,2,0,2,0,0,2,0,0,0,15,1,7,11,4,4,0,3,1,4,1,52.83953828717986,57.44
21,1.65,0,26,1,3,0,0,0,0,0,0,4,1,21,6,1,4,8,6,0,5,7,3,0,53.80210723467859,57.43
18,1.9420289855072463,8,19,1,2,1,0,0,0,0,0,9,2,24,6,4,5,4,9,0,2,37,32,0,57.773925365388095,57.41
18,1.9074074074074074,14,14,1,1,0,0,0,0,0,0,9,0,22,6,7,4,4,7,0,2,37,34,5,56.75840753092635,57.36
17,1.6626506024096386,10,17,1,2,0,0,0,0,6,0,3,3,21,4,0,9,0,13,0,4,31,33,5,55.729720016253815,57.35
18,1.8870967741935485,8,19,1,2,1,0,0,0,0,0,8,2,24,6,6,6,3,7,0,2,37,32,0,57.35624532118905,57.34
20,1.6727272727272726,17,12,1,0,0,0,0,0,1,0,4,0,24,7,8,4,2,5,0,4,15,18,5,56.35346116767263,57.3
19,1.7619047619047619,12,15,1,2,0,0,0,0,0,0,5,1,26,6,6,4,4,6,0,4,31,34,5,57.01402801205196,57.27
18,1.873015873015873,11,16,1,2,0,0,0,0,0,0,7,2,24,7,3,6,4,7,0,3,37,34,5,57.41581776664133,57.26
18,1.8793103448275863,14,14,1,1,0,0,0,0,0,0,9,0,22,6,6,4,4,7,1,2,37,34,5,56.81746010120946,57.24
19,1.8571428571428572,11,16,1,2,0,0,0,0,0,0,7,2,24,7,3,6,4,7,0,3,37,34,5,57.49679143109394,57.22
18,1.8823529411764706,8,19,1,2,1,0,0,0,0,0,9,2,23,6,6,4,4,7,0,3,37,32,0,57.88224270518818,57.17
17,1.6626506024096386,10,17,1,2,0,0,0,0,6,0,3,3,21,4,0,9,0,13,0,4,31,33,5,55.93107396155108,57.17
20,1.872340425531915,14,12,1,3,0,0,0,0,0,0,8,1,26,7,6,5,3,6,0,3,37,34,5,57.171614484934274,57.14
17,1.9523809523809523,8,19,1,2,0,0,0,0,0,0,9,2,23,6,6,5,4,7,0,2,37,32,0,57.5906236227627,57.1
19,1.62,14,13,1,2,0,0,0,0,0,0,3,0,24,6,7,5,1,9,0,2,31,34,5,56.518788724870284,57.04
19,1.84,14,12,1,3,1,0,0,0,0,0,8,1,26,6,6,5,3,7,0,3,37,34,5,57.265440947606784,56.96
19,1.5064935064935066,10,17,1,2,0,0,0,0,0,0,3,5,17,4,0,10,0,14,0,2,31,33,5,56.50070596320664,56.94
18,1.912280701754386,11,16,1,2,0,0,0,0,0,0,7,2,24,7,4,6,4,7,0,2,37,34,5,57.16711938569592,56.89
19,1.8888888888888888,14,14,1,1,0,0,0,0,0,0,9,0,22,7,6,4,4,7,0,2,37,34,5,56.90012245752886,56.88
19,1.9230769230769231,7,20,1,2,1,0,0,0,0,0,9,2,23,6,6,5,4,7,0,2,37,32,0,57.64681209225625,56.83
19,1.8985507246376812,8,19,1,2,1,0,0,0,0,0,9,2,24,6,5,5,4,7,0,3,37,32,0,57.801456900570884,56.83
19,1.8507462686567164,12,16,1,1,0,1,0,0,0,0,9,0,20,6,5,4,4,7,1,3,37,34,5,57.32413571773539,56.79
19,1.8714285714285714,8,19,1,2,1,0,0,0,0,0,9,2,23,5,6,5,4,7,0,3,37,32,0,57.79261418647344,56.77
19,1.9074074074074074,14,14,1,1,0,0,0,0,0,0,9,0,22,7,6,4,4,7,0,2,37,34,5,56.79737175266185,56.77
19,1.9215686274509804,15,13,1,1,0,0,0,0,0,0,9,0,23,6,8,3,4,7,0,2,37,34,5,56.771243820292035,56.75
19,1.8793103448275863,14,14,1,1,0,0,0,0,0,0,9,0,22,7,5,4,4,7,1,2,37,34,5,56.85642432294497,56.74
19,1.859375,11,16,1,2,0,0,0,0,0,0,7,2,24,7,3,6,3,8,0,3,37,34,5,57.52820812514383,56.72
18,1.6296296296296295,10,17,1,2,0,0,0,0,6,0,3,3,20,4,0,10,0,12,0,4,31,33,5,55.84622478076297,56.7
17,1.7662337662337662,9,19,0,2,0,2,0,0,0,0,3,5,17,5,0,13,0,9,0,3,7,9,5,55.73156189483622,56.7
18,1.8846153846153846,15,13,1,1,0,0,0,0,0,0,9,0,23,6,7,4,4,7,0,2,37,34,5,56.63395722212419,56.69
19,1.859375,11,16,1,2,0,0,0,0,0,0,6,2,23,6,4,6,4,7,0,3,37,34,5,57.33539110800235,56.67
18,1.8823529411764706,11,16,1,2,0,0,0,0,0,0,1,2,21,4,9,8,3,3,0,3,3,6,5,53.22576625105988,56.66
20,1.7241379310344827,13,15,1,1,0,1,0,0,0,0,6,0,24,8,4,4,3,8,0,3,37,34,5,56.784880977924374,56.66
17,1.7037037037037037,10,17,1,2,0,0,0,0,7,0,5,1,21,6,0,8,0,11,0,5,37,33,5,56.14175889150056,56.62
18,1.8923076923076922,10,17,1,2,0,0,0,0,0,0,7,2,23,7,3,6,4,7,0,3,37,34,5,57.45926774559827,56.62
17,1.7066666666666668,10,17,1,2,0,0,0,0,6,0,5,1,21,6,0,9,0,11,0,4,37,33,5,56.083377429144875,56.61
19,1.8873239436619718,7,20,1,2,1,0,0,0,0,0,9,2,23,6,5,5,4,7,0,3,37,32,0,57.89551047320166,56.6
18,1.875,13,15,1,1,0,0,0,0,0,0,9,0,21,6,5,4,4,7,2,2,37,34,5,57.067193888699215,56.58
18,1.7215189873417722,9,19,0,2,0,2,0,0,0,0,3,6,16,4,0,14,0,9,0,3,7,9,5,55.591541331118904,56.57
19,1.8620689655172413,11,15,1,3,0,0,0,0,0,0,7,2,25,7,3,6,4,7,0,3,37,34,5,57.30002012793284,56.56
19,1.8656716417910448,8,19,1,2,1,0,0,0,0,0,8,2,23,6,6,5,3,7,0,3,37,32,0,57.63512591307792,56.52
18,1.9047619047619047,12,16,1,1,0,1,0,0,0,0,9,0,20,6,6,4,4,7,0,3,37,34,5,57.30796921329894,56.52
19,1.849056603773585,14,13,1,2,0,0,0,0,0,0,6,0,24,6,7,2,4,9,0,2,31,34,5,56.663233622999044,56.51
19,1.8873239436619718,7,20,1,2,1,0,0,0,0,0,9,2,23,6,6,5,4,6,0,3,37,32,0,58.12441484258205,56.47
21,1.75,12,15,1,2,0,0,0,0,0,0,7,0,20,6,5,5,2,9,1,2,37,34,5,56.754339028854005,56.41
19,1.7636363636363637,12,14,1,3,0,0,0,0,0,0,7,2,24,6,4,8,2,7,0,3,37,34,5,57.34544515207649,56.4
18,1.6395348837209303,9,18,1,2,0,0,0,0,6,0,3,4,20,4,0,9,0,13,0,4,31,33,5,55.8301454635267,56.35
17,1.759493670886076,9,19,0,2,0,2,0,0,0,0,3,5,17,5,0,12,0,10,0,3,7,9,5,55.88999946971889,56.33
19,1.9642857142857142,13,15,1,1,0,0,0,0,0,0,9,0,21,7,6,4,4,7,0,2,37,34,5,56.707373922125015,56.28
18,1.7818181818181817,14,14,1,1,0,0,0,0,0,0,5,0,23,6,6,5,4,7,0,2,31,34,5,56.12658582134862,56.27
18,1.6823529411764706,10,17,1,2,0,0,0,0,6,0,3,3,21,4,0,9,0,13,0,4,31,33,5,56.00381168365934,56.26
19,1.8870967741935485,11,16,1,2,0,0,0,0,0,0,8,2,25,7,3,6,5,6,0,3,37,34,5,57.49686712808991,56.21
19,1.90625,8,19,1,2,1,0,0,0,0,0,9,2,23,5,7,5,4,7,0,2,37,32,0,57.54391580552803,56.19
18,1.7777777777777777,0,26,0,4,0,0,0,0,0,0,5,7,21,4,6,8,6,2,1,3,3,1,0,54.92708095148139,56.16
19,1.8833333333333333,13,15,1,1,0,0,0,0,0,0,9,0,21,6,6,4,4,7,1,2,37,34,5,57.17712293168758,56.15
19,1.8846153846153846,15,13,1,1,0,0,0,0,0,0,9,0,23,7,6,4,4,7,0,2,37,34,5,56.60669053545522,56.14
19,1.84,14,15,1,0,0,0,0,0,0,0,5,0,22,7,10,4,3,4,0,2,37,34,5,55.869730588522174,56.11
18,1.873015873015873,11,16,1,2,0,0,0,0,0,0,7,2,24,7,3,6,4,7,0,3,37,34,5,57.34958685823687,56.11
17,1.6666666666666667,14,14,1,1,0,0,0,0,6,0,2,0,22,6,4,6,0,10,0,4,15,18,4,55.514367818605265,56.09
18,1.6506024096385543,10,17,1,2,0,0,0,0,7,0,4,2,20,5,0,9,0,11,0,5,37,33,5,55.9478587412732,56.09
18,1.893939393939394,12,16,1,1,0,0,0,0,0,0,9,0,20,6,5,4,4,7,2,2,37,34,5,57.25787510590585,55.9
19,1.588235294117647,18,11,1,0,0,1,0,0,0,0,3,0,21,8,7,4,2,6,0,3,31,34,5,55.66395560712161,55.9
18,1.9365079365079365,10,17,1,2,0,0,0,0,0,0,12,1,22,4,5,7,5,7,0,2,37,34,1,57.43729091597384,55.89
