unique_cards,stats_cost_ratio,spell,minion,hero,weapon,pirate,elemental,demon,totem,dragon,murloc,mechanical,beast,class_card,cost_1_or_less,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7_or_more,no_of_high_rules,no_of_medium_rule,no_of_low_rule,average_card_winrate
17,1.7826086956521738,11,17,0,2,0,7,0,2,0,2,0,0,25,10,8,7,3,1,0,1,3,0,0,48.21920702816763,55.46
19,1.7053571428571428,4,25,1,0,0,8,0,0,0,0,0,5,13,0,13,0,6,0,5,6,0,0,2,48.76631134676065,55.45
16,1.95,12,16,0,2,0,2,0,0,0,10,0,0,22,10,6,5,3,4,2,0,33,0,1,51.10376282323474,55.37
17,1.3676470588235294,20,9,1,0,0,3,0,0,1,0,1,0,26,2,4,6,2,5,4,7,0,0,2,50.74579328514257,55.34
21,1.6567164179104477,14,15,1,0,0,7,0,0,0,2,0,0,27,4,4,9,4,3,0,6,1,0,2,47.73742374150765,55.11
17,2.1219512195121952,7,20,1,2,2,2,2,2,2,20,2,2,17,11,9,6,1,2,0,1,33,0,1,51.89158527849663,55.11
16,1.9423076923076923,4,26,0,0,0,0,0,0,0,25,0,1,11,10,11,4,3,2,0,0,33,0,0,52.78976864438308,55.02
16,1.9259259259259258,4,26,0,0,2,2,2,3,2,25,2,2,11,9,10,7,2,2,0,0,33,0,0,52.41217659898316,54.95
17,1.303030303030303,18,10,0,2,0,3,0,0,1,0,3,0,25,4,6,4,2,5,5,4,0,0,1,50.514984906554865,54.89
18,1.7076923076923076,11,16,1,2,0,11,0,0,0,2,0,0,30,6,6,5,5,1,2,5,3,0,2,48.70373981511524,54.88
18,1.8181818181818181,4,25,1,0,0,22,0,0,0,0,0,0,16,4,7,4,5,2,3,5,0,0,2,49.49422962022418,54.73
17,1.9642857142857142,4,25,1,0,2,2,2,2,2,22,2,3,12,8,9,6,4,2,0,1,33,0,1,52.1387820013216,54.61
18,1.7959183673469388,4,25,1,0,0,22,0,0,0,0,0,0,16,4,7,3,6,2,3,5,0,0,2,49.59042829731707,54.4
18,1.4210526315789473,19,10,1,0,0,3,0,0,1,0,1,0,25,2,4,6,2,5,3,8,0,0,2,50.8045010824667,54.21
16,1.95,12,16,0,2,0,2,0,0,0,10,0,0,22,10,6,6,3,4,1,0,33,0,1,51.30114572867256,54.15
16,1.791044776119403,13,15,0,2,0,5,0,0,0,2,0,0,22,8,6,2,4,4,4,2,3,0,0,49.14123452107622,54.13
18,2.106382978723404,6,21,1,2,2,4,2,2,2,19,2,2,17,11,8,6,3,1,0,1,33,0,1,51.281862110630755,54.1
16,1.9464285714285714,4,26,0,0,2,2,2,2,2,25,2,2,10,9,10,6,2,3,0,0,33,0,0,52.72855026117013,54.09
16,1.9622641509433962,4,26,0,0,2,2,2,2,2,25,2,3,10,9,11,6,2,2,0,0,33,0,0,52.43130135268595,54.09
18,2.0,7,23,0,0,2,2,2,2,2,20,2,2,14,9,8,7,3,3,0,0,33,0,1,52.03860052478999,54.08
19,1.4090909090909092,20,9,1,0,0,4,0,0,1,0,1,0,26,2,6,6,2,5,2,7,0,0,2,51.58958073622145,53.95
16,2.0638297872340425,6,22,0,2,1,3,1,1,1,18,1,3,15,12,10,5,3,0,0,0,31,0,0,50.890301793792254,53.9
18,1.8064516129032258,6,23,1,0,0,20,0,0,0,0,0,0,18,5,6,4,6,1,3,5,0,0,2,49.46972514703695,53.69
17,1.768421052631579,4,25,1,0,0,24,0,0,0,0,0,0,18,4,8,4,4,2,3,5,0,0,2,49.610191458354976,53.68
19,1.7959183673469388,4,25,1,0,0,22,0,0,0,0,0,0,16,4,7,3,5,3,3,5,0,0,2,49.194277533090165,53.55
18,1.8125,5,24,1,0,0,21,0,0,0,0,0,0,16,4,7,3,6,2,3,5,0,0,2,49.41815928538074,53.52
17,1.8181818181818181,4,25,1,0,0,22,0,0,0,0,0,0,16,4,6,4,6,2,3,5,0,0,2,49.535120680827,53.09
19,1.7428571428571429,3,26,1,0,0,21,0,0,0,0,1,0,15,4,6,4,4,4,3,5,0,0,2,49.71247414404731,53.04
17,1.3676470588235294,20,9,1,0,0,3,0,0,1,0,1,0,26,2,4,6,2,5,4,7,0,0,2,50.49430994934783,52.98
18,1.8181818181818181,4,25,1,0,0,22,0,0,0,0,0,0,16,5,6,4,5,2,3,5,0,0,2,49.61216332383883,52.85
19,1.8241758241758241,5,24,1,0,0,22,0,0,0,0,0,0,18,4,6,5,5,3,3,4,1,0,2,50.01306907457979,52.65
17,1.3676470588235294,19,9,0,2,0,3,0,0,1,0,1,0,26,5,4,4,2,5,4,6,0,0,1,50.01239638039435,52.52
19,1.78125,5,24,1,0,0,20,0,0,0,0,0,0,16,4,7,2,6,2,4,5,0,0,2,48.97014411995223,52.48
16,1.8363636363636364,4,26,0,0,0,0,0,2,0,24,0,0,13,9,10,6,3,2,0,0,33,0,0,52.52623634278218,52.44
17,1.8181818181818181,4,25,1,0,0,22,0,0,0,0,0,0,16,4,8,4,4,2,3,5,0,0,1,49.45333855962137,52.42
18,1.7623762376237624,4,25,1,0,0,21,0,0,0,0,0,0,16,4,6,3,6,3,3,5,0,0,2,49.71963420051032,52.36
17,2.022222222222222,10,17,1,2,0,0,0,0,0,13,0,0,20,8,10,3,3,2,2,2,33,0,1,51.56228430867553,52.15
18,1.3676470588235294,20,9,1,0,0,3,0,0,1,0,1,0,26,2,4,6,2,5,4,7,0,0,2,50.274886832968285,52.07
19,1.3676470588235294,20,9,1,0,0,3,0,0,1,0,1,0,26,2,4,6,2,5,4,7,0,0,2,50.085416662679975,51.99
18,1.962962962962963,8,19,1,2,0,4,0,0,0,12,0,0,22,8,7,3,6,3,2,1,17,0,1,49.69547337556411,51.77
18,1.6029411764705883,12,15,1,2,0,7,0,0,0,2,1,0,26,4,4,5,5,5,2,5,1,0,2,47.67178361144418,51.12
19,1.7073170731707317,9,18,1,2,0,5,0,0,0,2,3,0,21,2,7,5,4,4,2,6,1,0,2,47.56820332801313,51.04
16,1.5714285714285714,11,16,1,2,0,8,0,2,0,0,0,2,20,10,4,2,6,2,2,4,1,0,0,46.379674105443925,51.04
17,1.9591836734693877,6,23,1,0,2,2,2,4,2,21,2,2,15,7,11,8,1,2,0,1,33,0,1,52.5483296325245,50.4
19,1.3855421686746987,11,18,1,0,0,2,0,0,2,0,1,0,16,3,5,7,5,3,0,7,0,0,2,47.22503171585576,50.31
17,1.4133333333333333,20,10,0,0,0,3,0,0,1,0,1,0,25,2,6,6,2,5,2,7,0,0,1,50.84263030730415,50.3
20,1.4782608695652173,19,9,1,1,0,3,0,0,2,0,0,0,27,4,2,8,1,4,3,8,0,0,2,49.39354242489997,50.29
15,1.5714285714285714,8,20,0,2,0,12,0,4,0,0,0,0,20,6,8,6,4,4,2,0,1,0,0,47.936305542617376,50.11
17,2.073170731707317,8,20,0,2,0,2,0,0,0,16,0,2,17,13,10,3,3,1,0,0,33,0,0,51.44028483623641,49.64
18,1.7692307692307692,2,27,1,0,0,26,0,0,0,0,0,0,17,4,8,5,2,2,4,5,0,0,1,49.55689490174022,49.21
18,1.6419753086419753,11,18,1,0,0,8,0,0,0,2,3,0,24,5,6,4,4,3,2,6,1,0,2,47.8376513820823,49.17
17,1.6619718309859155,11,17,0,2,0,15,0,0,0,0,0,0,22,8,7,7,2,0,2,4,0,0,0,49.09777302901921,49.13
20,1.768421052631579,7,22,1,0,0,6,0,2,0,2,3,2,20,3,5,5,5,4,2,6,1,0,2,47.17972238584124,49.11
20,1.6271186440677967,14,13,1,2,0,6,0,0,0,2,1,0,27,4,9,6,2,3,0,6,1,0,2,47.98725787207086,48.94
18,1.8,5,24,1,0,0,21,0,0,0,0,0,0,16,4,7,3,6,3,3,4,0,0,2,48.70838752218826,48.94
19,1.9493670886075949,9,20,1,0,0,4,0,0,0,5,3,0,19,2,7,3,6,5,2,5,3,0,2,47.98796546066685,48.84
21,1.6956521739130435,10,19,1,0,0,4,0,0,0,0,1,1,19,2,5,3,6,6,2,6,0,0,2,47.94103166410143,48.76
19,1.5802469135802468,10,19,1,0,0,5,0,2,0,2,1,3,27,4,2,9,4,4,1,6,1,0,2,47.852444830100595,48.39
18,1.537313432835821,14,13,1,2,0,4,0,0,0,2,1,1,28,6,4,6,4,3,1,6,1,0,2,47.555733807986115,48.33
20,1.6338028169014085,14,15,1,0,0,5,0,0,0,2,1,1,26,6,3,6,4,3,2,6,1,0,2,47.66793040074403,48.26
23,1.725,12,17,1,0,0,4,0,0,0,0,2,2,21,3,5,4,7,3,2,6,0,0,2,47.13255175967559,48.19
19,1.6785714285714286,14,14,1,1,0,5,0,0,0,2,0,0,26,7,6,6,4,2,0,5,1,0,2,47.28091034954418,48.02
19,1.4444444444444444,19,9,1,1,0,3,0,0,2,0,0,0,26,4,2,8,1,4,3,8,0,0,2,49.44901609282867,47.84
20,1.6575342465753424,11,16,1,2,0,4,0,0,0,2,2,3,23,7,6,4,3,3,1,6,1,0,1,47.85753629422809,47.61
19,1.6507936507936507,14,14,1,1,0,5,0,0,0,2,0,0,27,7,5,6,4,2,0,6,1,0,2,47.35891046525633,47.36
18,1.4507042253521127,14,13,1,2,0,4,0,2,0,0,1,1,28,4,4,8,4,3,1,6,0,0,2,47.012988044043325,47.29
18,1.609375,14,13,1,2,0,4,0,0,0,2,0,1,28,6,5,6,4,2,1,6,1,0,2,47.48901273269566,46.88
18,1.6363636363636365,12,17,1,0,0,7,0,0,0,2,3,0,24,6,6,4,3,3,2,6,1,0,2,47.77393285271794,46.85
19,1.7373737373737375,6,23,1,0,2,9,2,2,7,2,3,5,12,4,6,5,4,3,2,6,0,0,2,48.43586705333373,46.7
20,1.7127659574468086,7,22,1,0,2,9,2,2,7,2,3,3,14,4,6,6,3,3,2,6,0,0,2,48.30310029762051,46.11
18,1.8857142857142857,12,14,0,4,0,7,0,0,0,0,0,2,23,9,10,7,2,2,0,0,0,0,0,47.28082463581378,45.93
17,1.4565217391304348,21,8,1,0,0,2,0,0,1,0,1,0,28,7,2,8,2,5,2,4,0,0,2,48.179749409763396,45.75
19,1.7272727272727273,6,23,1,0,2,8,2,2,8,2,3,4,11,4,6,5,4,3,2,6,0,0,2,48.00852754325686,45.5
20,1.7575757575757576,13,16,1,0,0,3,0,0,0,2,1,0,20,3,6,7,2,6,1,5,1,0,2,47.97702985945113,44.62
22,1.6266666666666667,12,17,1,0,0,2,0,0,4,0,1,1,17,3,1,10,4,6,2,4,0,0,2,45.219929917902654,44.38
18,1.318840579710145,10,19,1,0,0,5,0,4,0,0,0,2,19,10,5,6,2,2,0,5,1,0,0,45.700765063031454,43.95
17,1.4565217391304348,22,8,0,0,0,2,0,0,1,0,1,0,28,9,4,6,2,5,1,3,0,0,1,48.56171029238297,43.47
20,1.6666666666666667,14,13,1,2,0,7,0,0,0,2,1,0,28,4,7,6,2,3,4,4,1,0,2,47.56712610560421,42.63
20,1.5833333333333333,11,16,1,2,0,5,0,0,1,2,2,0,23,2,7,4,6,5,1,5,1,0,2,48.35258641046869,42.12
22,1.728395061728395,12,17,1,0,0,4,0,0,0,0,2,1,21,2,6,4,7,3,2,6,0,0,2,47.23170579379242,41.59
19,1.7261904761904763,9,20,1,0,0,0,0,0,6,2,1,2,13,2,6,6,6,4,0,6,1,0,2,48.13368192901624,41.25
23,1.8045977011494252,11,18,1,0,0,4,0,0,1,0,3,1,20,2,4,4,7,6,2,5,0,0,2,47.1379028962015,40.95
19,1.746031746031746,13,14,1,2,0,3,0,0,0,2,1,1,24,4,6,4,4,5,3,4,1,0,2,47.2573791170047,40.7
19,1.4565217391304348,21,8,0,1,0,2,0,0,1,0,1,0,28,9,4,6,2,5,1,3,0,0,1,48.137515738540756,40.42
21,1.6551724137931034,12,16,1,1,0,3,0,2,0,0,0,0,22,3,7,8,5,3,1,3,0,0,2,44.59818204267162,40.25
17,1.4565217391304348,22,8,0,0,0,2,0,0,1,0,1,0,28,9,4,6,2,5,1,3,0,0,1,48.55640450483762,39.96
19,1.8363636363636364,15,14,1,0,0,3,0,0,0,2,0,0,23,4,6,7,4,4,1,4,1,0,2,47.23945782020409,39.14
