unique_cards,stats_cost_ratio,spell,minion,hero,weapon,pirate,elemental,demon,totem,dragon,murloc,mechanical,beast,class_card,cost_1_or_less,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7_or_more,no_of_high_rules,no_of_medium_rule,no_of_low_rule,average_card_winrate
19,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,4,9,1,3,3,2,8,11,3,0,56.99505949248508,57.96
18,1.7349397590361446,9,20,1,0,0,2,0,0,8,0,0,1,19,4,6,5,5,1,3,6,7,3,0,53.84158517725492,57.9
18,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,2,4,5,0,8,11,3,0,55.561633659038236,57.89
18,1.7073170731707317,10,19,1,0,0,0,0,0,8,0,0,2,19,4,6,3,7,0,3,7,7,3,0,54.34127251121091,57.84
20,2.017543859649123,19,11,0,0,0,1,0,0,0,0,1,2,21,6,5,1,5,5,0,8,11,3,0,55.68283853376613,57.79
18,1.6835443037974684,11,18,1,0,0,1,0,0,8,0,0,1,20,4,7,3,5,0,4,7,7,3,0,54.406904333725315,57.79
19,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,4,9,2,3,3,2,7,11,3,0,56.79751783569638,57.75
19,2.019230769230769,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,2,5,5,0,7,11,3,0,55.51405601908109,57.73
17,1.6746987951807228,10,19,1,0,0,0,0,0,8,0,0,2,19,4,6,3,6,0,4,7,7,3,0,54.04514603254008,57.72
17,1.7093023255813953,9,20,1,0,0,2,0,0,8,0,0,2,18,4,6,4,6,0,3,7,7,3,0,54.43893632279098,57.59
19,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,2,4,5,0,8,11,3,0,55.60066406777718,57.53
18,1.864864864864865,23,7,0,0,0,2,0,0,1,0,1,0,26,4,10,0,3,3,2,8,11,3,0,57.061364869669056,57.52
19,2.111111111111111,19,11,0,0,0,2,0,0,0,0,2,2,21,6,5,2,4,5,1,7,11,3,0,55.394974781944406,57.5
19,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,2,4,5,0,8,11,3,0,55.44008374475839,57.47
18,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,4,10,0,3,3,2,8,11,3,0,57.07512674939813,57.44
19,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,3,3,5,0,8,11,3,0,55.43142383401509,57.42
19,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,4,9,1,3,3,2,8,11,3,0,57.426523261442384,57.41
19,1.7073170731707317,10,19,1,0,0,1,0,0,8,0,0,1,20,4,6,4,5,1,3,7,11,3,0,53.7921393074985,57.32
19,1.8888888888888888,18,12,0,0,0,3,0,0,1,0,1,2,25,2,8,2,2,6,1,9,7,3,0,56.89831833092408,57.3
18,1.7209302325581395,9,20,1,0,0,1,0,0,8,0,0,2,19,4,6,4,6,0,3,7,7,3,0,54.08781937009993,57.28
19,1.8275862068965518,24,6,0,0,0,2,0,0,1,0,1,0,27,4,9,2,3,3,2,7,11,3,0,57.23612285524261,57.25
20,1.9830508474576272,19,11,0,0,0,2,0,0,0,0,1,2,20,5,5,2,5,5,0,8,11,3,0,55.84206283424944,57.22
18,1.7058823529411764,9,20,1,0,0,2,0,0,8,0,0,1,18,4,6,5,5,0,3,7,7,3,0,54.48639116217797,57.22
20,1.826086956521739,17,13,0,0,0,0,0,0,6,0,0,2,21,7,5,0,8,3,0,7,11,3,0,55.05003717443734,57.16
19,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,4,8,2,4,3,2,7,11,3,0,57.0805273267845,56.99
17,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,4,2,5,5,0,8,11,3,0,55.73417891658185,56.97
19,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,4,8,1,4,3,2,8,11,3,0,57.7095327525305,56.96
19,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,7,5,2,4,5,0,7,11,3,0,56.01997583517175,56.92
19,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,2,4,5,0,8,11,3,0,55.56048472052865,56.81
19,2.0,24,5,1,0,0,2,0,0,1,0,0,0,28,3,9,1,3,4,2,8,11,3,0,56.9699904644291,56.81
19,1.72,10,19,1,0,0,0,0,0,7,0,0,1,19,4,9,3,5,0,3,6,7,3,0,53.435949844214065,56.76
19,1.7402597402597402,10,19,1,0,0,2,0,0,7,0,0,1,20,4,6,5,5,1,3,6,11,3,0,53.84482328164068,56.73
18,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,4,2,5,5,0,8,11,3,0,55.49022631286848,56.71
20,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,3,4,4,0,8,11,3,0,55.69539770742846,56.63
20,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,4,9,2,2,3,2,8,11,3,0,56.940051570028444,56.62
18,1.9264705882352942,17,13,0,0,0,2,0,0,0,0,1,2,21,6,4,2,3,5,2,8,11,3,0,55.63088992902484,56.62
18,1.75,21,9,0,0,0,3,0,0,1,0,1,0,27,4,8,2,2,4,2,8,11,3,0,57.07812153969651,56.61
17,1.6794871794871795,10,19,1,0,0,0,0,0,7,0,0,2,19,4,6,4,6,0,4,6,7,3,0,53.77577286247872,56.6
19,1.8333333333333333,22,8,0,0,0,3,0,0,1,0,1,0,26,4,8,1,3,4,2,8,11,3,0,57.769374948169606,56.6
16,1.7402597402597402,10,19,1,0,0,2,0,0,7,0,0,2,19,4,6,4,6,0,4,6,7,3,0,54.465237468721355,56.58
19,1.864864864864865,23,7,0,0,0,2,0,0,1,0,1,0,26,4,8,1,4,3,2,8,11,3,0,57.69577087280142,56.55
18,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,2,4,5,0,8,11,3,0,55.31653211681528,56.54
18,1.8,25,5,0,0,0,2,0,0,1,0,1,0,28,4,8,2,4,3,2,7,11,3,0,57.053398500374676,56.52
19,1.8484848484848484,24,6,0,0,0,2,0,0,1,0,1,0,27,4,8,2,3,3,2,8,11,3,0,57.332694124800256,56.5
19,1.8775510204081634,20,10,0,0,0,3,0,0,1,0,1,1,26,4,8,3,2,5,0,8,11,3,0,57.12693402173265,56.47
19,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,4,8,2,3,3,2,8,11,3,0,57.57932292750736,56.46
19,2.0208333333333335,19,10,1,0,0,2,0,0,0,0,1,2,22,6,5,2,4,5,0,8,11,3,0,55.57424660025773,56.46
18,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,2,4,5,0,8,11,3,0,55.4389348062488,56.45
19,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,4,9,1,3,3,2,8,11,3,0,57.65939018442041,56.34
20,2.017857142857143,18,11,1,0,0,2,0,0,0,0,1,2,21,6,5,2,4,5,0,8,11,3,0,55.74944859676048,56.32
18,1.7045454545454546,9,20,1,0,0,0,0,0,8,0,0,2,18,4,6,3,6,0,4,7,7,3,0,54.44440679887684,56.28
19,2.0,22,8,0,0,0,2,0,0,1,0,1,1,25,4,8,1,3,4,2,8,11,3,0,57.74351496474108,56.27
19,2.0166666666666666,18,12,0,0,0,2,0,0,0,0,1,2,20,6,4,2,5,5,0,8,11,3,0,55.723093235846505,56.26
19,2.106382978723404,21,9,0,0,0,2,0,0,1,0,1,2,24,2,9,1,3,5,2,8,7,3,0,56.96819429958537,56.23
19,1.8275862068965518,24,6,0,0,0,2,0,0,1,0,1,0,27,4,8,2,4,3,2,7,11,3,0,57.2862654233527,56.07
19,1.7108433734939759,9,20,1,0,0,1,0,0,7,0,0,1,18,4,8,4,5,0,3,6,7,3,0,53.513275066495,56.06
18,2.2533333333333334,15,15,0,0,0,0,0,0,0,0,3,2,22,9,3,1,3,7,2,5,2,0,0,53.324206732284445,55.98
17,1.6666666666666667,9,20,1,0,0,0,0,0,9,0,0,2,18,4,6,3,6,0,3,8,7,3,0,54.10954552228082,55.93
19,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,3,10,0,4,3,2,8,11,3,0,57.02083100087316,55.92
18,1.7083333333333333,12,17,1,0,0,0,0,0,7,0,0,2,21,4,8,2,6,1,3,6,11,3,0,54.03547497110891,55.85
17,1.641025641025641,11,18,1,0,0,0,0,0,7,0,0,0,21,5,8,4,4,0,2,7,7,3,0,53.00386235984351,55.77
19,1.6753246753246753,10,19,1,0,0,0,0,0,7,0,0,1,19,4,6,5,6,0,3,6,7,3,0,53.78444773817253,55.72
18,2.1176470588235294,20,10,0,0,0,2,0,0,0,0,0,2,22,6,6,2,4,4,0,8,11,3,0,55.602777355443756,55.7
18,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,4,8,1,4,3,2,8,11,3,0,57.476665829552466,55.46
19,1.6764705882352942,24,6,0,0,0,2,0,0,1,0,1,0,28,4,8,2,3,3,2,8,11,3,0,57.15322484318073,55.39
18,1.686046511627907,9,20,1,0,0,1,0,0,8,0,0,2,18,4,6,4,6,0,3,7,7,3,0,54.11687917858744,55.38
19,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,4,9,2,2,3,2,8,11,3,0,57.29631343641925,55.38
19,2.0208333333333335,20,10,0,0,0,2,0,0,0,0,1,2,22,6,5,3,4,5,0,7,11,3,0,55.150979271079926,55.31
19,2.106382978723404,20,9,1,0,0,2,0,0,1,0,1,2,24,2,9,0,3,5,2,9,7,3,0,57.39146162876317,55.31
19,1.6941176470588235,9,20,1,0,0,1,0,0,8,0,0,1,19,4,6,5,5,0,3,7,7,3,0,53.845718084958456,55.27
19,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,6,4,3,4,5,0,8,11,3,0,55.360016487845336,55.25
20,2.272727272727273,17,13,0,0,0,0,0,0,0,0,3,2,22,9,4,1,3,6,2,5,2,0,0,53.50855591676805,55.24
19,2.0,22,7,1,0,0,2,0,0,1,0,1,1,26,3,10,0,3,4,2,8,11,3,0,57.068575092812814,55.22
19,1.6865671641791045,13,17,0,0,0,2,0,0,7,0,0,0,22,7,8,4,6,0,2,3,3,1,0,53.59055113537697,55.2
20,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,3,8,2,4,3,2,8,11,3,0,57.52502717898238,55.16
19,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,4,8,2,3,3,2,8,11,3,0,56.990194138138534,55.07
20,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,3,9,2,3,3,2,8,11,3,0,57.24201768789427,55.0
18,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,5,6,2,4,5,0,8,11,3,0,55.657955012670485,54.96
19,2.176470588235294,19,11,0,0,0,2,0,0,0,0,1,2,21,6,5,2,5,5,0,7,11,3,0,55.21972713591252,54.93
18,1.7261904761904763,9,20,1,0,0,2,0,0,8,0,0,1,19,4,6,5,5,0,3,7,7,3,0,54.21312554699755,54.92
19,1.7244897959183674,5,25,0,0,0,2,0,0,9,0,0,1,15,2,5,3,8,2,1,9,1,1,0,48.7709143807713,54.84
18,2.180327868852459,11,19,0,0,0,2,0,0,0,0,3,2,17,5,13,4,2,1,2,3,7,3,0,53.41857411856771,54.81
19,1.7708333333333333,19,10,1,0,0,3,0,0,1,0,1,0,26,4,8,2,3,4,0,9,11,3,0,57.07099349001349,54.81
19,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,4,8,2,3,3,2,8,11,3,0,57.34645600452934,54.8
20,1.8775510204081634,19,10,1,0,0,3,0,0,1,0,1,1,26,2,9,3,2,5,0,9,7,3,0,56.59692676879193,54.74
19,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,4,9,1,3,3,2,8,11,3,0,57.07026139505158,54.73
18,1.6962025316455696,10,19,1,0,0,1,0,0,7,0,0,2,19,4,6,4,6,1,3,6,11,3,0,53.748576913230565,54.7
20,1.8333333333333333,21,8,1,0,0,3,0,0,1,0,1,0,26,3,8,0,4,4,2,9,11,3,0,57.474015836887105,54.69
18,1.7654320987654322,10,20,0,0,0,3,0,0,9,0,0,0,19,7,8,4,5,1,0,5,3,1,0,53.48888123584956,54.65
18,2.087719298245614,13,17,0,0,0,2,0,0,0,0,1,0,19,7,13,2,2,1,2,3,7,3,0,53.49838601877134,54.57
17,1.8709677419354838,15,15,0,0,0,3,0,0,0,0,0,2,22,10,8,4,3,3,0,2,3,1,0,52.868816908689716,54.56
19,2.15625,10,20,0,0,0,2,0,0,0,0,3,2,17,4,13,5,2,1,2,3,7,3,0,53.35677800658939,54.53
20,1.6962025316455696,10,19,1,0,0,0,0,0,7,0,0,1,19,4,8,3,5,0,4,6,7,3,0,53.81522825488809,54.52
20,1.793103448275862,19,11,0,0,0,3,0,0,1,0,1,1,26,2,9,3,2,5,0,9,7,3,0,56.403695607443325,54.51
19,2.111111111111111,19,11,0,0,0,0,0,0,0,0,3,2,22,7,5,0,3,9,1,5,2,0,0,53.14337651684345,54.51
20,2.272727272727273,17,13,0,0,0,0,0,0,0,0,3,2,22,9,4,1,3,6,2,5,2,0,0,53.925765925662155,54.5
19,2.017857142857143,19,11,0,0,0,2,0,0,0,0,1,2,21,7,4,2,4,5,0,8,11,3,0,55.35636139507124,54.4
19,2.263157894736842,19,11,0,0,0,0,0,0,0,0,3,2,24,7,4,0,5,9,2,3,2,0,0,52.120536642504256,54.24
19,2.0625,20,9,1,0,0,3,0,0,1,0,1,2,25,4,9,0,2,6,0,9,11,3,0,56.80773780138758,54.23
20,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,4,8,2,3,3,2,8,11,3,0,57.22306106111656,54.23
19,1.95,15,15,0,0,0,3,0,0,0,0,1,1,24,10,9,3,4,2,0,2,3,1,0,52.13191526232865,54.19
18,1.8,25,5,0,0,0,2,0,0,1,0,1,0,28,4,8,3,3,3,2,7,11,3,0,56.92318867535153,54.14
19,1.8775510204081634,19,10,1,0,0,3,0,0,1,0,1,1,26,4,8,2,2,5,0,9,11,3,0,56.88587065897513,54.13
18,1.7297297297297298,17,12,1,0,0,1,0,0,1,0,2,2,24,2,15,6,0,2,0,5,7,3,0,52.23656864938132,54.12
18,1.8421052631578947,19,11,0,0,0,2,0,0,0,0,2,1,25,8,14,4,0,2,0,2,11,3,0,52.29766559868357,54.01
19,1.8888888888888888,17,12,1,0,0,3,0,0,1,0,1,2,25,2,8,2,2,6,0,10,7,3,0,56.92484959667088,53.97
19,1.8,25,5,0,0,0,2,0,0,1,0,1,0,28,4,9,2,3,3,2,7,11,3,0,57.00325593226459,53.92
20,1.8775510204081634,20,10,0,0,0,3,0,0,1,0,1,1,26,2,9,3,2,5,1,8,7,3,0,56.570395503045134,53.77
19,2.1311475409836067,17,13,0,0,0,0,0,0,0,0,2,2,22,8,4,1,5,7,1,4,2,0,0,52.009065982639,53.74
19,1.679245283018868,19,10,1,0,0,3,0,0,1,0,1,0,27,2,8,2,2,4,2,10,7,3,0,57.36241388960727,53.57
20,1.793103448275862,19,11,0,0,0,3,0,0,1,0,1,1,26,2,8,3,2,5,1,9,7,3,0,56.72036441396128,53.45
20,1.75,20,9,1,0,0,3,0,0,1,0,1,0,27,3,8,3,2,4,1,9,11,3,0,56.92014723189519,53.42
16,2.452054794520548,14,16,0,0,0,0,0,0,0,0,3,2,21,10,2,2,4,5,2,5,2,0,0,51.89971135934999,53.34
19,1.7176470588235293,9,20,1,0,0,1,0,0,8,0,0,1,19,4,6,5,5,0,3,7,7,3,0,54.13527420948692,53.26
17,1.9206349206349207,21,9,0,0,0,0,0,0,0,0,3,2,24,6,5,2,3,7,2,5,2,0,0,53.063358265379925,53.22
19,2.109090909090909,19,11,0,0,0,2,0,0,0,0,0,2,21,6,5,2,5,4,0,8,11,3,0,55.76538587076161,53.21
19,1.793103448275862,19,11,0,0,0,3,0,0,1,0,1,1,26,2,8,2,2,5,2,9,7,3,0,57.11710047739227,53.2
19,2.1914893617021276,20,10,0,0,0,2,0,0,0,0,1,2,22,7,5,2,4,5,0,7,11,3,0,54.852995295137255,53.15
20,1.9814814814814814,18,11,1,0,0,3,0,0,1,0,1,2,25,3,9,2,2,5,0,9,11,3,0,57.09429924620268,53.08
16,2.864864864864865,15,15,0,0,0,0,0,0,0,0,0,0,19,11,8,7,4,0,0,0,1,0,0,49.71569139383807,53.06
16,2.5925925925925926,19,11,0,0,0,0,0,0,0,0,2,2,22,11,4,2,0,6,2,5,2,0,0,52.962731350070364,52.83
19,1.7017543859649122,19,11,0,0,0,3,0,0,1,0,1,0,26,2,8,2,3,4,2,9,7,3,0,57.302223308430634,52.82
16,2.8,12,18,0,0,0,0,0,0,0,0,0,2,16,8,10,6,4,2,0,0,1,0,0,50.16220216766797,52.71
19,2.15625,10,20,0,0,0,2,0,0,0,0,3,2,17,5,12,5,2,1,2,3,7,3,0,53.25206924291136,52.57
19,2.0,24,5,1,0,0,2,0,0,1,0,0,0,28,4,8,2,4,2,2,8,11,3,0,57.5513571547623,52.46
15,2.8,12,18,0,0,0,0,0,0,0,0,0,2,16,10,8,6,4,2,0,0,1,0,0,49.856775127262935,52.44
20,1.4736842105263157,22,7,1,0,0,0,0,0,1,0,2,0,26,3,7,0,2,5,2,11,7,3,0,55.091433152599194,52.3
18,1.7826086956521738,18,12,0,0,0,2,1,0,0,0,2,1,24,8,13,4,1,2,0,2,11,3,0,52.145976939556945,52.27
18,1.7543859649122806,14,15,1,0,0,0,0,0,5,0,2,0,20,1,13,6,2,1,2,5,7,3,0,51.19338386522368,52.27
19,1.8,24,5,1,0,0,2,0,0,1,0,1,0,28,4,9,1,3,3,2,8,11,3,0,56.76219256950706,52.25
20,1.6545454545454545,19,11,0,0,0,3,0,0,1,0,1,0,26,2,10,3,2,2,2,9,3,3,0,57.36879096614976,52.04
20,1.793103448275862,19,11,0,0,0,3,0,0,1,0,1,1,26,2,8,3,2,5,1,9,7,3,0,57.384695105896604,51.92
18,2.108695652173913,17,13,0,0,0,3,0,0,0,0,0,1,25,12,8,3,4,2,0,1,3,1,0,52.702901409202006,51.91
19,2.1147540983606556,11,19,0,0,0,1,0,0,0,0,1,0,15,4,16,2,2,1,2,3,7,3,0,52.07627351984259,51.82
19,1.679245283018868,20,10,0,0,0,3,0,0,1,0,1,0,27,2,8,3,2,4,2,9,7,3,0,56.939146560429464,51.74
17,1.7176470588235293,9,20,1,0,0,2,0,0,8,0,0,2,18,4,6,4,6,0,3,7,7,3,0,54.484286640626536,51.72
18,1.5909090909090908,19,11,0,0,0,2,0,0,0,0,3,1,25,8,13,4,0,3,0,2,11,3,0,52.60177549443672,51.7
20,1.8775510204081634,20,10,0,0,0,3,0,0,1,0,1,1,26,1,9,3,2,5,2,8,7,3,0,56.610324897259424,51.69
20,1.8275862068965518,23,6,1,0,0,2,0,0,1,0,1,0,27,3,9,2,3,3,2,8,11,3,0,57.474884610872294,51.67
19,1.6944444444444444,12,18,0,0,0,2,0,0,8,0,0,0,21,6,8,4,6,1,2,3,3,1,0,53.291861001764616,51.65
20,1.9827586206896552,19,11,0,0,0,2,0,0,0,0,1,2,22,6,5,1,4,6,0,8,11,3,0,55.52357568615629,51.63
18,2.1914893617021276,20,10,0,0,0,2,0,0,0,0,1,2,22,7,5,2,4,5,0,7,11,3,0,55.550444955500424,51.6
18,2.1914893617021276,20,10,0,0,0,2,0,0,0,0,1,2,22,6,5,2,5,5,0,7,11,3,0,54.9868602129345,51.6
17,1.6065573770491803,13,16,0,1,0,3,0,0,0,0,0,0,22,10,8,8,1,1,0,2,3,1,0,48.0861556929875,51.6
19,2.1186440677966103,13,17,0,0,0,2,0,0,0,0,3,2,17,2,14,4,2,3,2,3,11,3,0,52.895580233466596,51.5
20,2.0,23,6,1,0,0,2,0,0,1,0,1,1,27,3,8,2,3,4,2,8,11,3,0,57.33990434794402,51.44
20,2.0126582278481013,13,17,0,0,0,0,1,0,0,0,1,1,19,6,5,1,7,6,1,4,2,0,0,50.49162476474092,51.35
18,1.8695652173913044,18,12,0,0,0,2,1,0,0,0,2,1,24,8,13,4,1,2,0,2,11,3,0,52.03930227037149,51.28
20,1.793103448275862,19,11,0,0,0,3,0,0,1,0,1,1,26,2,8,4,2,5,0,9,7,3,0,56.987959042465604,51.12
19,1.75,21,9,0,0,0,3,0,0,1,0,1,0,27,2,9,3,2,4,2,8,7,3,0,56.78917764951333,51.1
19,1.679245283018868,20,10,0,0,0,3,0,0,1,0,1,0,27,3,8,2,2,4,2,9,11,3,0,57.123652133977586,50.98
15,2.9166666666666665,12,18,0,0,0,0,0,0,0,0,0,0,18,10,8,6,6,0,0,0,1,0,0,49.2498283004626,50.82
17,2.4776119402985075,15,15,0,0,0,0,0,0,0,0,3,2,22,9,4,2,4,5,2,4,2,0,0,51.016627858591406,50.61
18,1.6444444444444444,14,15,1,0,0,2,0,0,0,0,4,2,21,3,13,5,2,2,0,5,7,3,0,48.786646724721344,50.6
20,2.4545454545454546,15,15,0,0,0,4,0,0,0,0,1,2,22,9,9,4,5,3,0,0,3,1,0,52.172068062734056,50.59
19,1.9814814814814814,18,11,1,0,0,3,0,0,1,0,1,2,25,3,8,2,2,6,0,9,11,3,0,56.879319002389806,50.5
18,1.7142857142857142,19,11,0,0,0,2,1,0,0,0,2,1,25,8,13,4,1,2,0,2,11,3,0,52.38624616834927,50.45
18,1.7647058823529411,20,10,0,0,0,2,0,0,0,0,2,1,26,8,13,4,1,2,0,2,11,3,0,52.57266078318207,50.42
17,2.872340425531915,13,17,0,0,0,4,0,0,0,0,0,0,20,10,8,5,5,2,0,0,1,0,0,49.7188842675303,50.3
16,1.9024390243902438,10,20,0,0,0,4,0,0,10,0,0,0,18,9,6,3,4,2,2,4,1,0,0,52.98969561695449,50.24
17,2.864864864864865,15,15,0,0,0,0,0,0,0,0,0,0,19,11,8,7,4,0,0,0,1,0,0,49.45975245431271,49.88
17,1.9423076923076923,13,17,0,0,0,2,1,0,6,0,0,1,19,10,10,2,5,3,0,0,3,1,0,51.78243592791049,49.85
16,2.627450980392157,12,18,0,0,0,0,0,0,0,0,0,0,18,8,8,6,7,1,0,0,1,0,0,49.47713313241414,49.79
16,2.453125,8,22,0,0,0,2,0,0,0,0,1,0,14,9,6,6,6,3,0,0,1,0,0,45.92153321023192,49.73
19,1.7272727272727273,15,14,1,0,0,2,0,0,0,0,3,2,23,5,14,4,0,3,0,4,7,3,0,49.413123625485404,49.67
17,1.8620689655172413,16,14,0,0,0,3,0,0,0,0,0,2,23,10,8,4,2,4,0,2,5,1,0,52.37082717378873,49.61
18,1.7272727272727273,15,14,1,0,0,2,0,0,0,0,3,2,23,5,13,5,0,3,0,4,7,3,0,49.33305636857235,49.23
